Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Gilli,2009-10-16,Kannada,Srinivasa Murthy,Rakul Preet Singh,Yuvan Shankar Raja,"Guru a.k.a. Gilli is a young underachiever who frequently vents his frustrations through public outbursts. When Anitha, whose family has fallen on hard times, moves into his housing colony, he soon decides to pursue her with his love, but she keeps rejecting his advances.",0.0,0.5439
Manasaare,2009-09-25,Kannada,Diganth Manchale,Aindrita Ray,Mano Murthy,A guy is mistakenly stuck in a mental asylum where he falls in love with a girl.,7.0,0.442
Nanda,2009-01-22,Kannada,Shivaraj Kumar,Sandhya,V. Manohar,"Nanda (Shivarajkumar) owns a canteen in the college and given his age and maturity, he is referred to as senior by all the students and they take his advise on various issues. In all this, there is one girl who goes by the name of Kavya (Sandhya) who is in love with him since Nanda helps in getting her sister married.Nanda falls in love with Kavya but as fate would have it, he tends to fall on the wrong books of Kavya",0.0,0.3525
Savaari,2009-04-10,Kannada,Raghu Mukherjee,Kamalinee Mukherjee,E.S. Murthy,"Abhiram, a wealthy man, falls in love with Janaki, a doctor who serves the poor and needy. He dislikes her profession and tries to change her but things get complicated.",0.0,0.4095
Mooru Guttu Ondu Sullu Ondu Nija,2009-11-06,Kannada,Ramesh Aravind,Sudha Belawadi,Suma Shastri,"When the parents of four boys and girls go on a pilgrimage, they call over their respective lovers for a fun day. But a villager soon arrives claiming to be a distant relative, causing much confusion.",0.0,0.3363
Raaj,2009-08-14,Kannada,Puneeth Rajkumar,Priyanka Kothari,V. Harikrishna,"Hailing from a small village, Muthuraj aspires to be a great actor someday. He goes to the city to pursue his dreams and gets the role of a junior artist. His diligence gets him into the good books of an assistant director who casts him as lead in his new film. But the lead actress leaves the project when she discovers this. Or is this the real reason? Raaj the Showman finds out.",4.0,0.3727
Junglee,2009-02-06,Kannada,Duniya Vijay,Aindrita Ray,V. Harikrishna,"Junglee, a small-time actor, joins the world of crime. Soon, he meets Padma and they fall in love, but things turn upside down when he unknowingly kills Padma's father in a fight.",0.0,0.2975
Ghauttham,2009-04-03,Kannada,Prem Kumar,Kausalya,Gurukiran,"Gowtham, a cheerful young lad, hails from a well-to-do family. Unfortunately, he is often misunderstood by his father but his life changes when he falls in love.",0.0,0.1789
Circus,2009-01-15,Kannada,Ganesh,Archana Gupta,Emil Muhammed,"Dhanush tries to prank the authorities by sending a fake threatening letter to bomb a train. However, he soon realises that a terrorist group truly plans to do it and tries to thwart them.",0.0,0.1751
Raam,2009-12-25,Kannada,Puneeth Rajkumar,Priyamani,V. Harikrishna,"Pooja's rich uncles try to forcibly marry her off and Raam rescues her from this marriage. She falls in love with him, but her uncles don't approve of him. Now it is up to Raam to win their hearts.",5.5,0.1964
Male Barali Manju Irali,2009-07-31,Kannada,Srinagar Kitty,Parvathy Thiruvothu,Mano Murthy,"Male Barali Manju Irali is a 2009 Kannada drama film directed by Vijayalakshmi Singh. The movie draws inspiration from Sabrina (1995 film) starring Harrison Ford, Julia Ormond, and Greg Kinnear and was directed by Sydney Pollack.",0.0,0.2299
Hatrick Hodi Maga,2009-05-08,Kannada,Shivaraj Kumar,Manju Bhargavi,Jassie Gift,Hatrick Hodi Maga movie is having strong story with some actions.Hodi Maga refers to a mother asking her son to beat up someone. Shivarajkumar plays the lead role.Nicolette Bird is playing the role of teacher and Manju plays mother role.,0.0,0.1712
Jolly Days,2009-01-23,Kannada,Pradeep,Kishori Balal,Mickey J Meyer,"A group of college students, who are close friends, face several challenging situations during their four years at an engineering college.",0.0,0.1364
Devaru Kotta Tangi,2009-11-11,Kannada,Shivaraj Kumar,Meera Jasmine,Hamsalekha,Devaru Kotta Tangi movie is based on the brother-sister sentiment. Shivaraj Kumar and Meera Jasmine are playing the Brother and Sister roles.,0.0,0.1048
Venkata In Sankata,2009-02-19,Kannada,Ramesh Aravind,Sharmiela Mandre,Ricky Kej,"Venkata In Sankata is a 2009 Kannada film directed by Ramesh Aravind and produced by Naren Manglani, Prakash Amarnani and Ashok Mittal. The film stars Ramesh Aravind, Sharmila Mandre and Meghana Mudhiyan in lead roles. Music was composed by Ricky Kej.",0.0,0.0712
