Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Pushpaka Vimana,01-06-2017,Kannada,Ramesh Aravind,Yuvina Parthavi,Charan Raj,"A mentally-challenged father lives in his idyllic world with his daughter, both of them crazy about planes. In his quest to get his daughter that toy plane that she yearns for, he ends up in jail wrongly accused of a crime he doesn't commit. What follows is a bittersweet tale of a father and daughter trying to be together...",8.7,0.9465
College Kumar,11-10-2017,Kannada,P. Ravi Shankar,Samyuktha Hegde,Arjun Janya,"Shivakumar works as a peon in an office and strives to ensure that his son Kumar fulfils his dreams. When the pressure gets to Kumar, he starts to rebel against his father.",5.7,0.4351
Kolara,07-07-2017,Kannada,Yogesh,Naina Sarwar,B. R. Hemanth Kumar,"Thangam, known as Mini Veerappan in Kolar, has been cornered by an encounter specialist. He narrates his life story, on how he took to crime and also about the two important women in his life.",10,0.4383
Mufti,12-01-2017,Kannada,Sriimurali,Shanvi Shrivastava,Ravi Basrur,"An undercover cop goes into the big bad world of Ronapura, an place taken over by a don named Bhairathi Ranagal, where his safety may be compromised.",8.3,0.324
Upendra Matte Baa,11-07-2017,Kannada,Upendra,Prema,V. Sridhar,"Upendra Matte Baa (Come again Upendra) is a 2017 Indian Kannada-language supernatural drama film directed by N. Arun Lokanath (Loki). The film stars Upendra in dual roles along with Prema and Sruthi Hariharan. The film's cinematography was handled by Swamy J. Gowda. The soundtrack and film score were composed by V. Sridhar.  After the death of a flirtatious zamindar named Upendra Raju, Yama sends his soul back to earth to fix the quarrels of his family.",0,0.2757
Eradane Sala,03-03-2017,Kannada,Dhananjay,Sangeetha Bhat,J Anoop Seelin,"When a mother has taken an oath from her son that he won't fall in love or look 'differently' at their new female house guest, forbidden fruit seems sweeter.",4,0.1761
Sandpaper,09-01-2017,Kannada,T. S. Nagabharana,Apoorva Bharadwaj,V. Harikrishna,A young girl goes in search of her father and meets a man on a river bank. That meets leaves her with lot of questions and also few solutions to live in a pluralistic society.,10,0.1489
Happy New Year,05-05-2017,Kannada,Sai Kumar,Sudharani,Raghu Dixit,It is an anthology film based on of five different life stories. A slice of lives of a few people all culminating on new year's eve.,0,0.1877
Rajahamsa,09-08-2017,Kannada,Sridhar,Ranjani Raghavan,Joshua Sreedhar,"Rajahamsa movie is a romantic entertainer written and directed by Jadesh Kumar Hampi while Joshua Sridhar scored music for this movie.  Gowri Shikar and Puttagowri Maduve serial fame Ranjani Raghavan are playing the main lead roles along with Sridhar, BC Patil, Yamuna, Raju Talikote, Bullet Prakash in supporting roles.",0,0.1248
Kaal Kg Preethi,03-03-2017,Kannada,Vihan Gowda,Hitha Chandrashekar,Chetan Sosca,"1/4 kg Preethi is all about the journey of a young guy (Guru) who falls in love with his college mate (Sri). He kept hesitating to convey this to her, assuming he might get rejected. But then there have been a couple of instances which made Guru and Sri to travel along life's journey together. Do come and watch their journey that's loaded with fun, craziness, fights and enjoy!",1,0.0256
