Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Raja Huli,11-01-2013,Kannada,Yash,Meghana Raj,Hamsalekha,"Raja Huli is a 2013 Indian Kannada-language comedy-drama film directed by Guru Deshpande and written by S. R. Prabhakaran. Produced by K. Manju's home production, the film is a remake of the Tamil film Sundarapandian (2012) which was produced and enacted by M. Sasikumar. The film stars Yash and Meghana Raj in the lead roles. The soundtrack and score for the film is composed by Hamsalekha. The film, which made its theatrical release on 1 November 2013, co-inciding with the Kannada Rajyotsava festival",7.6,0.483
Bhajarangi,12-12-2013,Kannada,Shivaraj Kumar,Aindrita Ray,Arjun Janya,A tantric terrorizes a village called Ramadurga. A man comes to the village to know the mystery of his birth. He learns that his grandfather was killed trying to save the village from the tantrik and he defeats him.,5,0.3777
Bachchan,04-11-2013,Kannada,Sudeep,Bhavana,V. Harikrishna,"Bharat alias Bachchan is a kind-hearted real estate businessman, who is the MD of the Bharat Property Solutions. He is deeply in love with Anjali (Bhavana), who is doing MS in Bellary and wants to deliver honest service to the needy people. But her wish becomes an obstacle for a mining mafia don.",5.8,0.2765
Andar Bahar,04-05-2013,Kannada,Shivaraj Kumar,Parvathy Thiruvothu,Vijay Prakash,"Andar Bahar is a 2013 Kannada film directed by Phaneesh S Ramanathapura and produced by Rajanish, Prasad, Ambareesh, Bhaskar, Srinivas and Avinash. The film stars Shivaraj Kumar, Parvathi Menon, Arundathi Nag and Shashikumar in lead roles. Music was composed by Vijay Prakash.",0,0.344
Dirty Picture: Silk Sakkath Maga,08-02-2013,Kannada,Srinivasa Murthy,Veena Malik,Jassie Gift,"The film portrays the story of an aspiring actress who is ready to go to any extent to make it big in the cinema industry. It was inspired by the life of Silk Smitha, a South Indian actress noted for her erotic roles.",0,0.3207
Kaddi Pudi,06-07-2013,Kannada,Shivaraj Kumar,Radhika Pandit,V. Harikrishna,"A rowdy sheeter yearns for a peaceful life, but politicians use him as a pawn for their selfish ends and don't allow him to lead a normal life.",8,0.2135
Madarangi,05-10-2013,Kannada,Darling Krishna,Vinaya Prasad,J Anoop Seelin,"Deepu, the daughter of a rich businessman, falls in love with her driver Manu. Problems arise when Manu suffers a brain injury and is blamed for the death of an MLA's brother.",0,0.258
Bulbul,05-10-2013,Kannada,Darshan Thoogudeepa Srinivas,Rachita Ram,V. Harikrishna,"A young man rejects a girl's proposal as he is in love with his childhood sweetheart. The girl tries to end her life, this angers her father who is a don and he tries to kill him.",6,0.2646
Dilwala,10-04-2013,Kannada,Sumanth Shailendra,Radhika Pandit,Arjun Janya,"Dilwala is a 2013 romantic drama Kannada film directed by Anil Kumar (Dilwala Anil). The film stars Sumanth Shailendra and Radhika Pandit.  Shailendra Babu produced this film which was backed with Arjun Janya's music and Sudhakar's cinematography.  Shot at the scenic locales of Bangalore, Mysore, Ooty and Dubai for two songs, the film speaks about a campus romance between a village farmer girl and a rich brat boy. The film received average response from the critics and performed above average at the box-office with the first weekend collections of up to ₹3.7crores.  Prem, a young college student, falls in love with his classmate, Preethi. Things turn sour for the lovers when Jayasimha, Prem's father, asks him to stop seeing Preethi as her father is his enemy.",0,0.2882
Adwaitha,12-06-2013,Kannada,Neenasam Ashwath,Harshika Poonacha,Veer Samarth,Adwaitha is a suspense thriller based on a writer who cheats death by telling stories.,5,0.144
Galaate,01-11-2013,Kannada,Prajwal Devaraj,Kriti Kharbanda,Jassie Gift,A classic college love triangle story. Ankitha is in love with her college mate Abhi but Abhi falls for her friend Shalini. Who will Abhi eventually choose?,1.333,0.1677
Bharath Stores,04-05-2013,Kannada,H. G. Dattatreya,Sudharani,V Manohar,Govinda Shetty doesn't accept globalization which brought the countries nearer. Because even he was a part when India also accepted these which resulting in the gradual change in the lifestyle by popping up Malls and Marts.,0,0.1217
