Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Bāhubali: The Beginning,10-07-2015,Telugu,Prabhas,Tamannaah Bhatia,M.M. Keeravaani,"The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",7.5,5.1662
Temper,13-02-2015,Telugu,N.T. Rama Rao Jr.,Kajal Agarwal,Anup Rubens,"Daya is a corrupt cop who joins hands with the local don. When Daya's girlfriend gets kidnapped, it triggers Daya to go against Vasu and his empire, leading him to uncover a bigger motive behind the kidnapping.",6.6,1.3601
Yevade Subramanyam,21-03-2015,Telugu,Nani,Malavika Nair,Radhan,A corporate man who sets out on a journey of self-discovery and heads to the Himalayas.,7.4,1.1426
Bengal Tiger,10-12-2015,Telugu,Ravi Teja,Tamannaah Bhatia,Bheems Ceciroleo,"A happy-go-lucky Aakash who becomes the right hand man of a powerful politician who arranges for him to be married to his daughter Shraddha who falls in love with him, until he reveals the truth that he is already in love with another woman Meera.",4.5,1.2036
Raju Gari Gadhi,16-10-2015,Telugu,Dhanraj Sukhram,Eshanya Maheshwari,Sai Karthik,More than thirty people were killed in a haunted house in Nandigama. A TV channel plans a reality show by sending seven participants to spend seven days in that haunted palace. They were lured by an attractive prize money of 3 crore. But they will soon come to know that they are surrounded by ghosts and evil spirits in that palace. Will they survive or is there any uncovered secret about the place?,5.3,1.2499
Rudhramadevi,09-10-2015,Telugu,Rana Daggubati,Anushka Shetty,Ilaiyaraaja,"Rudraba, daughter of Ganapatideva, the emperor of the Kakatiya dynasty, was officially designated a son through the ancient Putrika ceremony and given the name Rudradeva so that she could succeed her father after his death. Despite opposition, she became of the most prominent rulers of the Kakatiya dynasty and one of the few ruling queens in Indian history.",5.4,1.545
Beeruva,23-01-2015,Telugu,Sundeep Kishan,Surbhi,S. Thaman,"Sanju, a careless young man, falls head over heels in love with Swathi. He, however, gets more than he bargained for when he learns that she is the daughter of an underworld kingpin.",0,1.2556
Kick 2,27-08-2015,Telugu,Ravi Teja,Rakul Preet Singh,S. Thaman,"A doctor living abroad returns to India to sell his property, where he falls in love with a woman who tries to get him to help the people in her village.",4.2,1.2038
Son of Satyamurthy,09-04-2015,Telugu,Allu Arjun,Samantha Ruth Prabhu,Devi Sri Prasad,"The son of a rich businessman struggles to save his father's wealth after his demise. However, he faces many challenges when he becomes the sole breadwinner of his family.",6.8,0.9628
Dongata,08-05-2015,Telugu,Adivi Sesh,Lakshmi Manchu,Sai Karthik,Three goons manage to successfully kidnap an actress. Hilarious situations ensue when the detective who takes up the case realizes that the actress is hidden in his own house.,5.2,0.8437
Kumari 21F,20-11-2015,Telugu,Raj Tarun,Hebah Patel,Devi Sri Prasad,"A young man's love for his girlfriend, who is a model and moves very free to every one is tested by the rumors surrounding her.",7.1,1.1021
Pataas,23-01-2015,Telugu,Kalyan Ram,Jhansi,Sai Karthik,A corrupt cop gets himself transferred to Hyderabad where he has a change of heart while trying to teach his estranged but dutiful father a lesson.,6.625,0.7413
Loafer,18-12-2015,Telugu,Varun Tej,Disha Patani,Sunil Kashyap,"Raja, who thinks his mother is dead, turns into a thief. However, his life changes when he falls for Mounika, a girl who is escaping a forced marriage, and eventually meets her aunt.",6,0.8629
Avunu 2,01-01-2015,Telugu,Harshvardhan Rane,Poorna,Shekar Chandra,The lustful spirit of Captain Raju stalks Mohini till the end in this continuation of the first part. A true part 2 in the sense that the second part picks up from exactly the same shot from where the first part ended.,3,0.7385
365 Days,22-05-2015,Telugu,Nandu Vijay Krishna,Anaika Soti,Nag Srivatsa,This film tracks a hasty marriage through its first 365 days.,4.8,0.8018
Bandipotu,20-02-2015,Telugu,Allari Naresh,Eesha Rebba,Kalyani Malik,"When Jahnavi approaches Vishwanath, a con man, with an idea to humiliate three people, who wrecked her father's life, he joins hands with her without any second thoughts. The rest of the film is about how Vishwanath succeeds in his mission.",6,0.6807
