Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Azaad,29-09-2000,Telugu,Nagarjuna Akkineni,Soundarya,Mani Sharma,"Azad (Telugu: ఆజాద్) is a 2000 Telugu film directed by Tirupathi Swamy. It stars Akkineni Nagarjuna in the lead role and Raghuvaran, Shilpa Shetty, and Soundarya in other important roles. C. Ashwini Dutt produced the film and Mani Sharma composed music. The film was released on 29 September 2000 and was dubbed into Hindi as Mission Azaad. The film was later remade into Tamil as Velayudham. The story was inspired from 1989 hindi film Main Azaad Hoon in which Amitabh Bachchan played the lead role of Azaad.",5.8,1.328
Devullu,09-11-2000,Telugu,Babloo Prithiveeraj,Nitya Shetty,Vandemataram Srinivas,Two children whose parents are about to get divorced visit seven holy shrines at their grandmother's behest who believes the gods are angry with her because she did not fulfill her promise.,8,0.9144
Bagunnara?,08-05-2000,Telugu,Srihari,Priya Gill,Deva,A young woman meets a man and falls in love with him but things take a turn when her father learns about their relationship and he plans to separate them.,10,0.6206
Badri,20-04-2000,Telugu,Pawan Kalyan,Ameesha Patel,Ramana Gogula,"Vennela accuses Badri of not loving her sincerely and challenges him that no one can love him like she does. However, their lives take a turn when he meets Sarayu and she falls madly in love with him.",5.9,0.7472
Yuvaraju,14-04-2000,Telugu,Mahesh Babu,Simran,Ramana Gogula,"Yuvaraju is a 2000 Tollywood film directed and produced by YVS Chowdary. This film gave Mahesh Babu the tag ""Prince"", as Yuvaraju means prince.",7.8,0.561
Vamsodharakudu,14-01-2000,Telugu,Nandamuri Balakrishna,Ramya Krishnan,Saluri Koteswara Rao,"Suryam is a physical director in a local college and lives with his mother Varalakshmi, a widow. The college in which Suryam work belongs to an Industrialist called Sudarshan Rao.",6,0.4265
Kalisundam Raa,14-01-2000,Telugu,Venkatesh,Simran,S A Rajkumar,"Raghaviah and Ram Mohan Rao are brothers-in-law. But Ram Mohan Rao is at loggerhead with Raghavaiah because of a family feud. Raghavaiah is nearing his 60's and it's time for his Shastipoorti ceremony. It's time for gathering, folks!",7.2,0.4703
Yuvakudu,01-01-2000,Telugu,Sumanth,Bhumika Chawla,Mani Sharma,"Siva, a jovial college student, falls in love with a girl, who later rejects him. His mother decides to befriend the girl and persuade her to marry her son.",6,0.3832
Vamsi,04-10-2000,Telugu,Mahesh Babu,Namrata Shirodkar,Mani Sharma,"Vamsi (also known as Vamsee, Vamshi, or Vamshee) is a 2000 Tollywood film written by Satyanand and directed by B.Gopal which has Mahesh Babu and Namrata Shirodkar in the lead roles  Vamsi (Mahesh Babu) is a fashion designer who gets an opportunity to participate a designer's contest held in Australia. Vamsi has a colleague called Sneha (Mayuri Kango) who is selected to model his creations in the fashion contest. Since Vamsi has to study the culture of Australia to design the best outfit, he is asked to tour the Australia extensively for a month. Shilpa (Namrata Shirodkar) is the daughter of an industrialist Aakineedu Prasad (Nassar), who is studying in Australia. She decides to take a vacation after exams by touring the Australian country. Vamsi meets Shilpa in the tour and they slowly fall in love.",4.8,0.4282
Oke Maata,01-01-2000,Telugu,Upendra,Ramya Krishnan,Saluri Koteswara Rao,A 2000 Telugu film.,0,0.3775
Kshemanga Velli Labhamga Randi,04-02-2000,Telugu,Srikanth,Roja Selvamani,Raja Vannem Reddy,Three mechanics in a car company are wayward husbands. Their weakness lies in drinking and spending half of their salary on the unnecessary items. Their wives have a tough time running their houses with the meager money provided by their men. Their world is turned upside down by a couple who move in next door.,7.2,0.3344
