Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Supreme,05-05-2016,Telugu,Sai Durgha Tej,Raashii Khanna,Sai Karthik,"A taxi driver and orphan join a battle to save royal heirs from a corrupt, greedy businessman.",4.7,4.9698
Janatha Garage,01-09-2016,Telugu,N.T. Rama Rao Jr.,Samantha Ruth Prabhu,Devi Sri Prasad,"Anand is an environmental activist who lives in Mumbai. A chance exchange programme takes him to Hyderabad and here, a chance encounter with Satyam results in him taking over the Janatha Garage from the latter.",7.3,2.3236
Pelli Choopulu,29-07-2016,Telugu,Vijay Deverakonda,Ritu Varma,Vivek Sagar,"Fed up with his carefree attitude, Prasanth's father fixes his marriage to make him responsible. However, meeting an ambitious girl changes his life for the better.",7.1,2.2203
Oopiri,25-03-2016,Telugu,Nagarjuna Akkineni,Tamannaah Bhatia,Gopi Sundar,"A convict out on parole finds employment as the caretaker of a multi-millionaire, who is paralysed from neck down.",7.179,1.9496
Ekkadiki Pothavu Chinnavada,18-11-2016,Telugu,Nikhil Siddhartha,Nandita Swetha,Shekar Chandra,A visual effects artist gets possessed by an evil spirit and tries to get rid of it until he meets another innocent soul possessed by spirits.,5.8,1.698
A Aa,02-06-2016,Telugu,Nithiin,Samantha Ruth Prabhu,Mickey J Meyer,"The love affair, conspired by creation, between Anasuya Ramalingam and Aanand Vihari.",6.6,1.6693
Jyo Achyutananda,09-09-2016,Telugu,Nara Rohith,Regina Cassandra,Kalyani Malik,"Two brothers fall in love with the same girl but she soon flies abroad for further education. Years later, the brothers, who are now married, face troubles when she suddenly returns into their lives.",6.7,1.2007
Ism,21-10-2016,Telugu,Kalyan Ram,Aditi Arya,Anup Rubens,An undercover journalist finds himself hunted by corrupt politicians and the gangster whose daughter he betrayed in order to obtain evidence against him.,6,1.4883
Sarrainodu,08-04-2016,Telugu,Allu Arjun,Rakul Preet Singh,S. Thaman,"Only one man can stop a villain who, backed by his father, brutally murders anyone who gets in the way of his unscrupulous real estate deals.",6.4,1.9828
Abbayitho Ammayi,01-01-2016,Telugu,Naga Shaurya,Palak Lalwani,Ilaiyaraaja,"A young man and woman are Facebook friends, they don’t know each other but continue to be in touch. They both fall in love not knowing they are the same friends on FB with fictitious identity. Somewhere along the line, the man comes to know the woman he loves is the same person who is his best friend on FB, yet he refrains from revealing his identity. Why he does that drives the entire plot to its finale.",3,1.0446
Krishna Gaadi Veera Prema Gaadha,12-02-2016,Telugu,Nani,Mehreen Pirzada,Vishal Chandrasekhar,Krishna and Mahalakshmi have been in love since childhood. But he is a coward and she is the sister of a local factionist.,7.2,1.0668
Brahmotsavam,20-05-2016,Telugu,Mahesh Babu,Samantha Ruth Prabhu,Mickey J Meyer,"When a charming NRI girl falls in love with a wealthy businessman, she unwittingly sparks conflict within his large joint family. How will her lover find a way to marry her, while still ensuring that his large family remains happy and harmonious?",4.7,1.2939
Gentleman,17-06-2016,Telugu,Nani,Nivetha Thomas,Mani Sharma,"Two girls, Catherine and Aishwarya, meet on a flight and become friends. They share stories about their respective boyfriends, and Catherine is shocked to find that the man she is dating is a lookalike of Aishwarya's boyfriend. Even more shocking is the fact that when she reaches home, she finds out that her boyfriend has died in a car crash. Catherine decides to investigate the lookalike boyfriend and uncovers a thrilling mystery.",6.7,1.0222
Luv U Alia,17-06-2016,Telugu,V. Ravichandran,Bhumika Chawla,Jassie Gift,Can a boy in love win over his beloved's heart and change her views on love and commitment?,2.75,0.9138
Okka Ammayi Thappa,10-06-2016,Telugu,Sundeep Kishan,Nithya Menen,Mickey J Meyer,"In an attempt to free their jailed terrorist boss, Aslam, a group of terrorists plants a bomb on a flyover in Hyderabad. Their idea is to cause a traffic jam on the flyover and blackmail the government into releasing Aslam.  Krishna is an average young man who goes out to withdraw money from an ATM.  Unfortunately, he along with Nithya Menen and many others get caught in the traffic jam on the same flyover. What happens next? Watch to find out",3,0.8355
Dhruva,07-10-2016,Telugu,Ram Charan,Rakul Preet Singh,HipHop Tamizha Jeeva,"A committed police officer is on a very dangerous mission to destroy the most corrupt person in the country, Siddharth Abhimanyu.",6.8,0.8286
Kshanam,26-02-2016,Telugu,Adivi Sesh,Adah Sharma,Sricharan Pakala,"Rishi,an NRI and ex-lover of Swetha returns to India because she asks for help in search of her kidnapped daughter,where the believes doesn't exist.How did Rishi find out the truth behind this scenario?",6.9,0.7986
Premam,09-09-2016,Telugu,Naga Chaitanya Akkineni,Shruti Haasan,Gopi Sundar,Vikram falls in love with three women at different stages of his life which changes him as a person until he finally meets the love of his life.,6.3,0.9161
Sardaar Gabbar Singh,15-04-2016,Telugu,Pawan Kalyan,Kajal Agarwal,Devi Sri Prasad,Gabbar Singh arrives at the empire of Rathanpur to save the princess and the civilians from the ruthless criminal Bhairav Singh.,4.1,0.7566
Soggade Chinni Nayana,15-01-2016,Telugu,Nagarjuna Akkineni,Ramya Krishnan,Anup Rubens,Ramu and Seetha have come to India for divorce. Ramu's mother Satyabhama  is helpless and desperately remembers her dead husband Bangarraju. Lord Yama decides to send him to earth to help her.,6,0.9231
Nenu.. Sailaja...,01-01-2016,Telugu,Ram Pothineni,Keerthy Suresh,Devi Sri Prasad,"Hari (Ram), a DJ in Vizag, proposes to many girls none of them accept his love. One day he sees a beautiful girl Sailaja (Keerthi Suresh) and also impresses her but doesn't propose to her fearing that he would be rejected. Hari spends some good times with Sailaja and right when he proposes his love, she rejects him point blank. An upset Ravi continues with his life and as time passes by, he gets a huge clue which could help him getting back his love.",6.1,0.9515
Dictator,15-01-2016,Telugu,Nandamuri Balakrishna,Anjali,S. Thaman,"Chandu lives a normal life with his in laws in Hyderabad. One fine day, he comes across an aspiring actress and helps her in a critical situation. The problems gets big and Chandu lands himself in a huge mess. He also takes the blame for a crime committed at the store. While in prison, he learns secrets about his life, but he is hiding a secret and there's another world where people fear even the mention of his name. Why is he living in hiding?",3.2,0.6806
Selfie Raja,15-07-2016,Telugu,Allari Naresh,Sakshi Chaudhary,Sai Karthik,"Selfie Raja is a carefree young man who marries the daughter of a police commissioner. However, things take a humorous turn after a criminal creates problems in his marital life.",5,0.6033
