Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Appa,01-07-2016,Tamil,Samuthirakani,Vinodhini Vaidyanathan,Ilaiyaraaja,"A do-gooder who views everything in a different perspective, inspires others by being a doting father, and tries to bring in a few changes in the society.",7.269,2.9543
Theri,14-04-2016,Tamil,Vijay,Samantha Ruth Prabhu,G. V. Prakash Kumar,"When an honest cop, Vijay Kumar's family is ruthlessly slaughtered by a politician and his aides, he decides to change his identity and commits his life to bring his daughter up in a serene atmosphere. But some freak events end up compromising his identity and what he does to save his daughter and avenge the death of his family unfurls as Theri.",6.7,2.607
Kathakali,14-01-2016,Tamil,Vishal Krishna,Catherine Tresa,HipHop Tamizha Adhi,"Returning from the states to marry his girlfriend, a common man is blamed for the murder of a local don due to their enmity in the past. He is caught in a web of conspiracies as he struggles to prove his innocence and the don's in-laws order their henchmen to take him down.",6.4,1.9224
Iru Mugan,08-09-2016,Tamil,Vikram,Nayanthara,Harris Jayaraj,"A disgraced  RAW agent Akilan (Vikram) is recalled by the agency to track down a crazy scientist and a cross dresser Love (also Vikram), who has discovered a deadly new drug  ‘Speed inhaler’.",5.2,1.8715
Bangalore Naatkal,04-02-2016,Tamil,Arya,Sri Divya,Gopi Sundar,"Three cousins, Arjun, Divya and Kannan, relocate to Bangalore for various reasons. However, they face many challenges which change their lives forever.",5.6,1.787
Irudhi Suttru,28-01-2016,Tamil,R. Madhavan,Ritika Singh,Santhosh Narayanan,"A grumpy boxing coach takes on a young, rebellious woman under his wings and starts training her for the world championship. But their biggest battle has to be fought outside the ring.",7.4,1.6551
Pichaikkaran,03-03-2016,Tamil,Vijay Antony,Satna Titus,Vijay Antony,"A rich man chooses to lead the life of a beggar for 48 days in the hope that his mother, who is on her deathbed, will recover.",7.056,1.6428
Visaranai,04-02-2016,Tamil,Dinesh Ravi,Anandhi,G. V. Prakash Kumar,"Pandi and his friends, immigrant workers in Andhra Pradesh, are picked up by cops for a crime they never committed. And thus begins their nightmare, where they become pawns in a vicious game where the voiceless are strangled by those with power.",8,1.7298
Kabali,22-07-2016,Tamil,Rajinikanth,Radhika Apte,Santhosh Narayanan,A gangster in Malaysia goes in search of his family after 25 years of imprisonment.,6,1.7734
Vetrivel,22-04-2016,Tamil,M. Sasikumar,Nikhila Vimal,D. Imman,"A brother attempts to get his younger brother married to the girl he loves by kidnapping her, but the plan goes so wrong and results in messy situations...",4.6,1.5098
RajiniMurugan,14-01-2016,Tamil,Sivakarthikeyan,Keerthy Suresh,D. Imman,Rajini Murugan locks horns with Yezharai Mookkan who tries to get a share of Murugan's ancestral property by defaming his grandfather.,5.3,1.786
