Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Jai Bhim,02-11-2021,Tamil,Suriya,Lijomol Jose,Sean Roldan,"A pregnant woman from a primitive tribal community, searches desperately for her husband, who is missing from police custody. So as to find her husband and seek justice for them, as their voice, a High Court advocate rises in support. Will their battle for justice succeed?",7.44,2.752
Sinam,22-01-2021,Tamil,Livingston,Sai Dhanshika,G. V. Prakash Kumar,She was forced into prostitution. She is considered less than human. She is full of anger. Now she recounts her brutal life story to a documentary filmmaker.,2,1.1587
Annaatthe,04-11-2021,Tamil,Rajinikanth,Keerthy Suresh,D. Imman,"Kaaliyan is a village president in the Madurai district, who is fondly called Annaatthe. His nieces compete with each other to marry him. But, he falls in love with another woman who visits their village. Kaaliyan has a sister who gets married and shifts to Kolkata where she faces some unknown threats. Soon, her brother comes to her aid.",4.921,1.8738
Udanpirappe,13-10-2021,Tamil,M. Sasikumar,Jyothika,D. Imman,A woman hopes for the reunion of two families caught in the ideological battle between her righteous but hot-headed brother and her law-abiding husband.,5,1.2613
Kamali from Nadukkaveri,19-02-2021,Tamil,Rohit Saraf,Anandhi,Dheena Dhayalan,"Kamali is a happy-go-lucky girl from a small town. She is a weak student who is hardly interested in studies when she falls in love with a studious boy in Chennai who aspires to make it to IIT Madras. She decides to take her studies seriously and convinces her father to go for higher studies. With the help of a retired professor in her village, she starts preparing for exams to join IIT Madras if only to meet her love.",6.6,1.774
Mughizh,08-10-2021,Tamil,Vijay Sethupathi,Regina Cassandra,Revaa,"A girl who is scared of dogs gets a puppy, which helps her overcome her fear, and teaches her about life and loss.",3.5,0.8563
Nenjam Marappathillai,05-03-2021,Tamil,S. J. Suryah,Regina Cassandra,Yuvan Shankar Raja,A god-fearing young woman who takes up the job of a caretaker in a rich household tries to take revenge on her lustful employer.,6.1,1.5428
Master,13-01-2021,Tamil,Vijay,Malavika Mohanan,Anirudh Ravichander,"An alcoholic professor is sent to a juvenile school, where he clashes with a gangster, who uses the children of the school for criminal activities.",6.8,1.8702
Jagame Thandhiram,18-06-2021,Tamil,Dhanush,Aishwarya Lekshmi,Santhosh Narayanan,"When a clever, carefree gangster is recruited to help an overseas crime lord take down a rival, he is caught off guard by the moral dilemmas that follow.",5.674,1.52
Pulikkuthi Pandi,15-01-2021,Tamil,Vikram Prabhu,Lakshmi Menon,N. R. Raghunanthan,"A ruthless youngster becomes a kind and humble husband for his wife but as fate turns brutal, his patience is tested.",4.5,0.9755
Tamil Rockers,31-12-2021,Tamil,Premji Amaran,Meenakshi Dixit,Premji Amaran,4 Major characters running for the Money facing more challenges by forgetting the fact that it's not the decision of money to reach human.,4,1.5953
Sarpatta Parambarai,22-07-2021,Tamil,Arya,Dushara Vijayan,Santhosh Narayanan,"When Sarpatta Parambarai is challenged to a do-or-die match, Kabilan, a young labourer, must choose whether to put on the gloves himself and lead his clan to victory, or be dissuaded by his disapproving mother and dangerous politics.",7.7,1.2866
Teddy,12-03-2021,Tamil,Arya,Sayesha Saigal,D. Imman,A youngster with OCD sets out to save a girl from the clutches of an international medical mafia with the help of a teddy bear which behaves like humans.,6.6,1.2543
Sangathalaivan,26-02-2021,Tamil,Samuthirakani,Ramya Subramanian,Robert Sargunam,A socialist takes on a ruthless factory owner after the latter murders his former employee.,4,0.5551
Doctor,09-10-2021,Tamil,Sivakarthikeyan,Priyanka Arul Mohan,Anirudh Ravichander,An army doctor helps his love interest's family to find their kidnapped daughter.,6.5,1.0229
Annabelle Sethupathi,17-09-2021,Tamil,Vijay Sethupathi,Taapsee Pannu,Krishna Kishor,"A scary journey begins when a small-time thief, Rudra, enters a haunted castle and gets pulled into the mystery of its mistress — Annabelle Sethupathi.",4.3,1.0913
Chakra,19-02-2021,Tamil,Vishal Krishna,Shraddha Srinath,Yuvan Shankar Raja,An army man takes over his cop girlfriend's investigation of a multiple robberies committed by the same team to recover his late father's Paramvir Chakra medal.,6.3,1.2138
Karnan,09-04-2021,Tamil,Dhanush,Rajisha Vijayan,Santhosh Narayanan,"Karnan, an angry young man, fights for the rights of his oppressed people. Can he save them from those who wield power and weapons?",7.4,1.0204
Sulthan,02-04-2021,Tamil,Karthi,Rashmika Mandanna,Yuvan Shankar Raja,"A man raised by gangsters tries to reform them, and a hired job to protect a village presents him with the perfect opportunity.",5.306,0.9304
Thalaivii,10-09-2021,Tamil,Arvind Swamy,Kangana Ranaut,G. V. Prakash Kumar,"The biopic charts the life of actor-turned-chief minister J. Jayalalitha and the relationship paving her rapid yet complicated path to power, who served five terms as the Chief Minister for the Indian state of Tamil Nadu.",4.7,1.0178
Vanakkamda Mappilei,16-04-2021,Tamil,G. V. Prakash Kumar,Amritha Aiyer,G. V. Prakash Kumar,"Aravind, a mariner who enjoys a happy life by working six months on the sea and six months on land. Later on, he falls in love with a girl named Thulasi, who doesn’t reciprocate his love. Eventually, after a lot of hardships, love finally starts to begin between them but an incident from Aravind’s past becomes a troublemaker in his new relationship with Thulasi.",1,1.0041
Kutty Story,12-02-2021,Tamil,Vijay Sethupathi,Aditi Balan,Edwin Louis Viswanath,An anthology of four stories that revolve around man-woman relationships.,5.7,0.7237
Maara,08-01-2021,Tamil,R. Madhavan,Shraddha Srinath,Ghibran,"When Paaru sees a fairy tale she heard from from a stranger as a child painted across the walls of a costal town, she goes in search of the man who painted it - Maara.",6.685,0.8443
Laabam,09-09-2021,Tamil,Vijay Sethupathi,Shruti Haasan,D. Imman,"The president of a farmers' association wants to set up a community farming initiative and takes on a big shot, who wants to destroy his plans so that he can start a bio-diesel project on the land.",3,1.2641
Maanaadu,24-11-2021,Tamil,Silambarasan,Kalyani Priyadarshan,Yuvan Shankar Raja,"A Muslim man, who is stuck in a time loop, has to stop a political rally from taking place in order to save the state's chief minister and prevent religious violence.",7.014,0.843
