Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Amaran,31-10-2024,Tamil,Sivakarthikeyan,Sai Pallavi,G. V. Prakash Kumar,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",7.367,76.8905
Lover,07-02-2024,Tamil,Manikandan,Sri Gouri Priya Reddy,Sean Roldan,"An alcoholic designer struggles to save his six-year relationship while facing personal challenges and misunderstandings. As their bond is tested, he begins to confront his past and question whether love alone is enough to hold them together.",7.2,9.6019
Vettaiyan,10-10-2024,Tamil,Rajinikanth,Manju Warrier,Anirudh Ravichander,A sought-after Supercop gets caught in a series of unexpected events when he encounters a suspect who is accused of being involved in a murder case.,5.9,3.8431
Maharaja,14-06-2024,Tamil,Vijay Sethupathi,Sachana Namidass,B. Ajaneesh Loknath,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""Lakshmi"" has been taken, leaving them uncertain if it's a person or object, jeer at his request until they learn what they're really looking for.",7.8,3.6755
Kanguva,14-11-2024,Tamil,Suriya,Disha Patani,Devi Sri Prasad,"A bounty hunter in present day, learns about his previous life as a legendary warrior, when fate unites him with a mutant kid.",4.1,3.1375
The Greatest of All Time,05-09-2024,Tamil,Vijay,Sneha,Yuvan Shankar Raja,"A once decorated member of the Special Anti-Terrorism Squad (SATS) is called back into action by his former colleagues for an important mission, setting him on a dangerous collision course with his own past.",4.896,3.3434
Thangalaan,15-08-2024,Tamil,Vikram,Parvathy Thiruvothu,G. V. Prakash Kumar,"During the British rule, Thangalaan, a fierce tribal leader, and his tribe assist Lord Clement, a British General, to trace gold in their village. While searching for the gold, the villagers earn the wrath of Aarathi, an apparent sorceress, who Thangalaan sets out to stop with all his might.",7,2.0997
Demonte Colony 2,15-08-2024,Tamil,Arulnithi,Priya Bhavani Shankar,Sam C S,"Debbie attempts to contact the spirit of her deceased husband Sam, she inadvertently contacts Srinivasan, who had just died. This contact saves his life but leaves him in a coma for years. Later, Debbie unravels mystery about Lord Demonte sacrificing people and enslaves their spirits. Can Debbie break this cycle and help Srinivasan to wake up from his coma?",6.3,4.0668
Deepavali Bonus,25-10-2024,Tamil,Vikranth,Riythvika,Maria Jerald,"Deepavali Bonus is nativity drama, Showcasing Madurai,which is a the city of Celebration and Cheers.The Story revolves around Ravi, Geetha and their Son Sachin. Their life dung Festival season, the way they manage their livelihood and expenses graceful with their values and bonding The people they come across and huddles they face and whether the get they basic rights of family needs during the festival celebrated by the whole City.",0,0.8603
Captain Miller,11-01-2024,Tamil,Dhanush,Priyanka Arul Mohan,G. V. Prakash Kumar,"In the 1930s, during the British Raj, Analeesan ""Eesa"", a former soldier of the British Indian Army called Captain Miller, is on a mission to protect the people from the British after witnessing an atrocity.",6.9,3.4595
Meiyazhagan,27-09-2024,Tamil,Arvind Swamy,Sri Divya,Govindh Vasantha,"Twenty-two years after losing his home, Arulmozhi Varman returns to his native Thanjavur to attend his cousin's wedding. Amidst the celebrations, Arul is reintroduced to an upbeat man whom he cannot recall. With the help of the unknown man, Arul reconnects with his past.",7.5,2.3435
Vaazhai,23-08-2024,Tamil,Ponvel,Dhivya Dhuraisamy,Santhosh Narayanan,"A twelve-year-old bright schoolboy, Sivanandhan, his mother, sister, and with his friend Sekhar works during his school holidays carrying banana stalks, a task he dreads. As he navigates life's challenges, poverty, friendship, and the challenges of growing up, Sivanandhan’s determination is tested by the harsh realities of life.",7.5,2.1092
Indian 2: Zero Tolerance,12-07-2024,Tamil,Kamal Haasan,Priya Bhavani Shankar,Anirudh Ravichander,"As corruption becomes rampant in the country, a group of idealistic youngsters attract attention of freedom fighter-turned-vigilante Senapathy through social media, who returns to his homeland to finish what he started.",3.156,2.2723
Mayan,29-11-2024,Tamil,Vinod Mohana Sundaram,Bindu Madhavi,MS Jones Rupert Niranjan,A man is imbued with ancient powers which give him the ability to foresee and prepare himself for the end of the world.,0,2.0567
Raayan,26-07-2024,Tamil,Dhanush,Dushara Vijayan,A.R. Rahman,"Raayan, a simpleton patriarch has to protect his family when they inadvertently get muddled in a violent world with whirlpool of murder, debauchery, feud, politics and power, a quagmire that he has repeatedly warned them not to get pulled into.",6.6,1.9563
Aranmanai 4,11-04-2024,Tamil,Sundar C,Tamannaah Bhatia,HipHop Tamizha Jeeva,"After his sister's suspicious death, a man decides to discover the hidden truth, setting off a chasm for chaos and terror.",4,1.4741
Joshua Imai Pol Kaakha,01-03-2024,Tamil,Varun Kamal,Raahei,Karthik,A contract killer seeking a different profession is assigned to protect a high-profile speaker.,3.5,1.3875
Ayalaan,12-01-2024,Tamil,Sivakarthikeyan,Rakul Preet Singh,A.R. Rahman,"A lost alien seeks help from four friends to get back to his home planet, while a group of hostile scientists tries to capture it.",5.364,1.4643
Viduthalai: Part II,20-12-2024,Tamil,Vijay Sethupathi,Manju Warrier,Ilaiyaraaja,"Troubles worsen for Kumaresan after the capture of Perumal, and soon he is confronted with having to make a choice between performing his duties as a police constable, or taking a stand for what is right.",6.8,3.0165
Blue Star,25-01-2024,Tamil,Ashok Selvan,Keerthi Pandian,Govindh Vasantha,The captains of two rival village cricket teams must put their longstanding grudge aside in order to take on the bullies threatening their right to play.,6.8,1.1324
Siren,16-02-2024,Tamil,Ravi Mohan,Keerthy Suresh,G. V. Prakash Kumar,"After being in jail for 14 years, Thilagavarman gets out of prison on parole. A cat-and-mouse chase unfolds as Nandhini, a tainted police officer zeroes in on him as suspect in a spate of murders",6.2,1.5877
Star,10-05-2024,Tamil,Kavin Raj,Aaditi Pohankar,Yuvan Shankar Raja,"Follows a youngster Kalai and his aspirations of becoming a 'Star' in the Tamil Film Industry. Born in a lower-middle-class family, will Kalai overcome all his struggles to emerge as a Star?",7.4,1.5667
Rajakili,27-12-2024,Tamil,Thambi Ramaiah,Deepa Shankar,Sai Dinesh Badram,A God fearing multi-millionaire gets his life in shambles and becomes mentally & physically challenged after an entanglement with two other women apart from his first wife.,0,0.9385
Nirangal Moondru,22-11-2024,Tamil,Atharvaa Murali,Ammu Abhirami,Jakes Bejoy,"On a trippy day, the fates of 3 people - Vetri an aspiring filmmaker, Vasanth a reputed teacher and Selvam a corrupt and crooked cop collide, leading to various revelations, where Shree, an anxious youngster discovers that his girlfriend Parvathy has gone missing under mysterious circumstances, gives them the lead.",5.6,0.6801
Sorgavaasal,29-11-2024,Tamil,RJ Balaji,Saniya Iyyappan,Christo Xavier,A common man imprisoned in a corrupt system questions whether jails truly rehabilitate or push individuals deeper into crime's abyss.,6.8,1.0749
Thiru.Manickam,27-12-2024,Tamil,Samuthirakani,Ananya,Vishal Chandrasekhar,"In today's digital world, Manickam, a man determined to live an honest life, is tested and troubled by his family, relatives and many others. What did Manickam do to find himself in such a situation? How does he overcome the trials that question his integrity? This story unfolds in a simple yet engaging and thrilling way, keeping you hooked till the very end",5,1.1402
The Smile Man,27-12-2024,Tamil,R. Sarathkumar,Sija Rose,Gavaskar Avinash,A police officer who is diagnosed with Alzheimer's disease must solve one last case before he loses all his memories. He must run against time to catch the notorious serial killer who he believes has a mysterious role in his own personal life.,0,1.6542
Rathnam,26-04-2024,Tamil,Vishal Krishna,Priya Bhavani Shankar,Devi Sri Prasad,"Rathnam, a henchmen working for MLA Panneer Selvam in Vellore, protects Malliga, a medical student who bears a resemblance to Rathnam's late mother, from the relentless pursuit of land grabbers Rayudu brothers and becomes her guardian angel.",5.143,0.9769
Lubber Pandhu,20-09-2024,Tamil,Dinesh Ravi,Sanjana Krishnamoorthy,Sean Roldan,Middle aged local cricketer Poomalai finds a new rival in the form of a younger sports person named Anbu. Their rivalry in cricket gets complicated when Anbu falls in love with Poomalai's daughter Durga.,7.6,1.1478
Andhagan,09-08-2024,Tamil,Prashanth,Simran,Santhosh Narayanan,"A piano player pretending to be visually-impaired, unwittingly becomes entangled in a number of problems as he witnesses the murder of a former film actor.",6,0.8715
DeAr,11-04-2024,Tamil,G. V. Prakash Kumar,Aishwarya Rajesh,G. V. Prakash Kumar,A newly married couple faces challenges when the wife's snoring interrupts the husband's sleep. Their struggles depict the compromises needed for a lasting marriage.,7,0.7854
Garudan,31-05-2024,Tamil,Soori,Revathy Sharma,Yuvan Shankar Raja,"Set in Theni, a minister’s greed to seize temple land sets in motion a chain of events that pits two childhood friends, Aadhi and Karuna against each other, Chokkan, who is their trusted confidant whose loyalty is tested in the tale of betrayal and retribution.",6.6,0.7711
Black,11-10-2024,Tamil,Jiiva,Priya Bhavani Shankar,Sam C S,"Vasanth and Aaranya, a couple move into a serene row house, eager for peace and privacy, but a violent storm leaves them trapped inside, unsettling supernatural disturbances threaten to unravel their marriage. Vasanth must uncover the truth behind these supernatural occurrences before everything falls apart.",6.2,0.8317
