Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Thalaivaa,20-08-2013,Tamil,Vijay,Amala Paul,G. V. Prakash Kumar,A mafia don sends his son out of the country because he doesn't want even a shadow of his life falling on him. Destiny wills otherwise. The son makes an innocuous trip to Mumbai to visit his dad. And ends up filling his father's large shoes.,5.4,1.8269
Raja Rani,27-09-2013,Tamil,Arya,Nayanthara,G. V. Prakash Kumar,"John (Arya) and Regina (Nayanthara) are forced into wedlock against their wishes. Both undergo a rough patch initially in their marriage as they are not able to get over their past romances.  Prior to their marriage, Regina was in love with Surya (Jai), while John romanced Keerthana (Nazriya). What leads to the Arya-Nayanthara wedding? How they forget their romantic past and finally come together forms the rest of the story.",7.4,1.926
Singam 2,05-07-2013,Tamil,Suriya,Anushka Shetty,Devi Sri Prasad,"Picking up the storyline from where Singam ended, Duraisingam has gone undercover after meeting the Home Minister and is working as an NCC officer in a school in Thoothukudi. The only people who know about this operation are the Chief Minister and Home Minister apart from himself.",5.7,1.3358
David,01-02-2013,Tamil,Neil Nitin Mukesh,Tabu,Prashant Pillai,"The story is about two Davids living in different parts of India whose lives eventually come together in a twist of events., who are about to take a step which is going to change their lives forever.",5.8,1.757
Chennaiyil Oru Naal,28-03-2013,Tamil,R. Sarathkumar,Radikaa Sarathkumar,Mejo Joseph,A brain-dead youth's family agrees to donate his heart to a girl who needs an immediate heart transplant. A disparate group of people decide to complete this task by racing against time.,5.688,1.3632
Pandiya Naadu,01-11-2013,Tamil,Vishal Krishna,Lakshmi Menon,D. Imman,"Sivakumar is a timid young man, with a loving family in Madurai. His brother, a government official, earns the wrath of Simmakkal Ravi, the all-powerful gangster in the city. When he is murdered, Sivakumar and his father Kalayanasundaram plan to take revenge, in their own separate ways.",6.2,1.2236
Vishwaroopam,25-01-2013,Tamil,Kamal Haasan,Andrea Jeremiah,Loy Mendonsa,"Vishwanathan, a Kathak dance teacher in New York, is happy in his marriage with Nirupama, a nuclear oncologist who married him to pursue higher studies in the USA. Deciding to cut ties with her husband, Nirupama hires a private detective to monitor his activities. To her utter shock, certain truths about her husband are subsequently revealed, setting off a chain of events that will change both of their lives irreversibly.",6.302,1.0351
Samar,13-01-2013,Tamil,Vishal Krishna,Trisha Krishnan,Yuvan Shankar Raja,"Shakthi, a trekking guide, goes to Bangkok after he receives a patch-up invitation from his lover Roopa, who had broken up with him. En route, he strikes up a friendship Maya. When Roopa doesn’t arrive for the rendezvous, Shakthi decides to return to India but gets embroiled in a mystery where he is taken for a millionaire businessman. Pretty soon, even Shakthi starts doubting his own identity. Can he get out of this conundrum?",5,1.1427
Theeya Velai Seiyyanum Kumaru,14-06-2013,Tamil,Siddharth,Hansika Motwani,C. Sathya,"A man falls in love with a woman, a new recruit in his company. He seeks guidance from the `Love Guru' to win her heart, but problems arise when the guru learns that the man is in love with his sister.",5.429,0.9926
6 candles,20-09-2013,Tamil,Shaam,Poonam Kaur,Srikanth Deva,"Ram and Lizzy lead a happy life with their son Gautham. On the boy's sixth birthday, they take him out to the beach where he goes missing. Ram begins a long hunt for his son, which takes him all over the country and drives him to the depths of despair. Will there be redemption in the end?",7.7,1.0863
Pattathu Yaanai,26-07-2013,Tamil,Vishal Krishna,Aishwarya Arjun,S. Thaman,"A bunch of wedding caterers lead by Santhanam run from trouble and land in Trichy - only to find more trouble. In Trichy, the problems are bigger than before and running away is not an option.",4.2,1.1146
Alex Pandian,12-01-2013,Tamil,Karthi,Anushka Shetty,Devi Sri Prasad,"Alex Pandian (Tamil: அலெக்ஸ் பாண்டியன்) is a Tamil action-masala film directed by Suraj that features Karthi and Anushka Shetty in the lead roles, while Santhanam plays a pivotal supporting role. Devi Sri Prasad composed the music. The film will also be dubbed and simultaneously released in Telugu as Bad Boy.",3.625,0.9744
Kanna Laddu Thinna Aasaiya,13-01-2013,Tamil,Santhanam,Vishakha Singh,S. Thaman,"Shiva and his friends fall for Sowmya, who has just moved into their locality. They are forced into a competition to win over the girl.",4.4,0.6205
Paradesi,15-03-2013,Tamil,Atharvaa Murali,Sai Dhanshika,G. V. Prakash Kumar,Before independence during the 1940's depicts the lives of poor carefree villagers who are lured to work in tea plantation farms and how they are forced to live rest of their lives as slaves with no traces of hope and freedom.,7.7,0.8672
