Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Yavarum Nalam,06-03-2009,Tamil,R. Madhavan,Neetu Chandra,Loy Mendonsa,"Manohar and his family move into a new apartment on the 13th floor. However, their peace is disturbed by a spirit that uses the television set as a medium to communicate with them.",6.3,1.522
Newtonin Moondram Vidhi,01-05-2009,Tamil,S. J. Suryah,Tharika,Vinay,"Based on the Newton's third law, the movie deals with that aspect of man when he throws in everything he's got knowing there is nothing to loose.",6.6,1.1556
Renigunta,04-12-2009,Tamil,Johnny Chakravarthy,Sanusha Santhosh,Ganesh Raghavendra,"Renigunta is a 2009 Indian Tamil action film written and directed by newcomer Paneerselvam. Starring Johnny, son of producer, S. S. Chakravarthy of Nic Arts and newcomers, The film was a success at box office.  At Renigunta, few boys get the acquaintance of Sardar (an influential don) through Bunker. After a successful murder in the town, Sardar takes these boys seriously. Meanwhile, Sakthi comes across a dumb girl (Sanusha) in the neighbourhood. After a few encounters, romance blossoms between them. But the girl's brother plans to push her to flesh trade. Taking pity on Sakthi, his friends decide to help him elope with the girl, but only after completing a murder for Sardar.",5.5,1.3658
Ayan,03-04-2009,Tamil,Suriya,Tamannaah Bhatia,Harris Jayaraj,"Deva works for Arumugam, a smuggler, who has taken care of him for many years. However, when his best friend gets killed, Deva decides to help the police to nab a dangerous drug lord.",7,1.5933
Unnaipol Oruvan,18-09-2009,Tamil,Kamal Haasan,Lakshmi,Shruti Haasan,A common man tries to fight terrorism by making anonymous calls to cops. Will he succeed ?,7,1.1
Adhe Neram Adhe Idam,06-11-2009,Tamil,Jai Sampath,Vijayalakshmi Agathiyan,Premji Amaran,Adhe Neram Adhe Idam is a romantic based movie in which Jay is searching a suitable job after completing his education but Viji is still a college student. Love crosses their path and what it does to both their lives forms the central plot of the film.,0,0.7555
Sarvam,15-05-2009,Tamil,Arya,Trisha Krishnan,Yuvan Shankar Raja,"The film revolves around five individual characters and the events in their life, that, on the one hand, changes everything in their respective lives, which the film's title refers to, and, on the other hand, also brings together these people. It is an anthology film, that contains two parallel moving stories, which are connected by a freak accident in Chennai. A young architect, falls in love with a young beautiful pediatric doctor, runs after her and tries to convince her to marry her, while, simultaneously, a morose ex-football coach troubles a software engineer by vowing to kill his eight-year-old son. How these characters get connected and confronted through the accident forms the crux of the story.",5.8,0.779
Vennila Kabadi Kuzhu,29-01-2009,Tamil,Vishnu Vishal,Saranya Mohan,V. Selvaganesh,"A man and his friends are kabaddi players, but they are ridiculed by their families.",7.5,0.752
Siva Manasula Sakthi,14-02-2009,Tamil,Jiiva,Anuya Bhagvath,Yuvan Shankar Raja,"Siva and Sakthi lie about their respective jobs when they meet. Once the truth comes out, they decide to take revenge but start developing feelings for each other instead.",6.6,0.9178
Aadhavan,17-10-2009,Tamil,Suriya,Nayanthara,Harris Jayaraj,"A professional assassin is tasked with the murder of a prominent local judge; however, after a series of failed attempts, he is forced to deal with complications and old relationships arising from his troubled past.",5.438,0.8291
Pasanga,01-05-2009,Tamil,Kishore DS,Sujatha Sivakumar,James Vasanthan,Two boys who instantly dislike each other learn to forgive after an accident.,7.55,0.7038
Kanthaswamy,21-08-2009,Tamil,Vikram,Shriya Saran,Devi Sri Prasad,"A CBI officer moonlights as a modern day Robin Hood in the guise of the masked Kanthaswamy, as he helps fight corruption and aid impoverished people.",4.897,0.828
Vettaikaaran,18-12-2009,Tamil,Vijay,Anushka Shetty,Vijay Antony,"Police-Ravi is a student aspiring to become a police officer,becomes hunted when he helps his friend out of trouble.The hunted becomes the Hunter to secure his future.",4.6,0.7429
Thoranai,29-05-2009,Tamil,Vishal Krishna,Shriya Saran,Mani Sharma,"A man comes to Chennai with a mission to find his brother, who had run away from his house about two decades ago. But a series of events make them both a part of unexpected happenings.",4.464,0.5585
Peranmai,16-10-2009,Tamil,Ravi Mohan,Sai Dhanshika,Vidyasagar,"Dhuruvan is a forest ranger, who is assigned the job of training five girls from the NCC camp. The group hears of a terrorist activity being carried out in the forest and makes a plan to defeat them.",7,0.601
Eeram,11-09-2009,Tamil,Aadhi Pinisetty,Sindhu Menon,S. Thaman,A police officer investigates his former lover's death which is believed to be a suicide by others.,7,0.6673
Villu,12-01-2009,Tamil,Vijay,Nayanthara,Devi Sri Prasad,"A son decides to avenge his father, an army officer, who was falsely framed and killed by three corrupt officers. Fatefully, he also ends up falling in love with the daughter of one of the killers.",3.828,0.9099
Kanden Kadhalai,30-10-2009,Tamil,Bharath Srinivasan,Tamannaah Bhatia,Vidyasagar,"After his encounter with a chirpy girl, Anjali, during their train journey, a depressed Sakthivel's attitude towards life changes. Though he is attracted to her, he agrees to help her unite with her lover.",4.6,0.6371
Padikathavan,14-01-2009,Tamil,Dhanush,Tamannaah Bhatia,Mani Sharma,Rocky is looked down upon by his father and spends all his time in a mechanic shop. Problems arise in his life after he falls in love with Gayathri.,3.967,0.7302
Anthony Yaar?,31-07-2009,Tamil,Shaam,Mallika Kapoor,Dhina,Anthony Yaar? (English: Who is Anthony?) is a 2009 Tamil language film starring Shaam and Mallika Kapoor in the lead roles. Anthony (Shaam) is an orphan who grows up in a church situated in a coastal village near Tuticorin. The local priest (Rajesh) is his benefactor. Anthony is loving and caring towards the local fishermen and their families who are being exploited by the rowdy Michael (Lal).,0,0.5474
Muthirai,19-06-2009,Tamil,Nithin Sathya,Raai Laxmi,Yuvan Shankar Raja,"Muthirai movie revolves around a tech-savvy criminal and his friend who is a smart-con guy. They (Nithin Sathya and Daniel Balaji) together plan and execute frauds of various kinds, including cyber-crimes. The film sometimes becomes hilarious too. A political assassination plan is also unfolding parallel to the story line, which is some way related to these youths. The movie involves perfect blend of action, romance and humour.",3,0.538
Naan Kadavul,06-02-2009,Tamil,Arya,Pooja Umashankar,Ilaiyaraaja,"This surreal Tamil entry tells the story of Rudran, who is abandoned as a child in Kasi and grows up to be a mystic who indulges in strange rituals and believes that he has power over life, death and rebirth.",7.2,0.6461
Guru En Aalu,24-04-2009,Tamil,R. Madhavan,Mamta Mohandas,Srikanth Deva,"Guru (Madhavan) wants to start a company of his own. He works for his boss Krishna (Abbas), who is a successful entrepreneur leading a happy married life. But the major problem for Krishna is his playboy nature. Guru hopes that his boss will help him set up a company so that he can also become a boss and make money. Therefore he does everything to please him.Krishna falls for a model Seema (Mamta Mohandoss). Interestingly Guru also romances Seema. But coming to know that his boss is behind the girl, he decides to give up his romance to attain his personal goals. He goes hammer and tongs ensuring that Seema gets close with Krishna. But after a sequence of events, he realises that he yearns and craves for Seema. Did he give up his love for making it big in life or go hammer and tongs to hold Seema’s hands forms the climax.",3.5,0.3717
A Aa E Ee,09-01-2009,Tamil,Prabhu,Monica,Vijay Antony,"A Aa E Ee is a 2009 Indian Tamil-language film that stars Navdeep, Aravind Akash, Monica and Saranya Mohan in the lead roles, whilst, supporting actors Prabhu, Cochin Haneefa, Livingston, Manorama and Ganja Karuppu play other prominent roles.",2,0.5519
Ainthaam Padai,23-07-2009,Tamil,Sundar C,Simran,D. Imman,"Devasena decides to marry Prabhakaran after she gets a marriage proposal from his family. When she learns that she is chosen to marry his elder brother, she vows to take revenge on him.",4,0.5575
Mayandi Kudumbathar,05-06-2009,Tamil,Manivannan,Poongodi,Sabesh,"Mayandi Kudumbathar (English: Mayandi's family) is a 2009 Indian Tamil film written and directed by Rasu Madhuravan, who directed Poomagal Oorvalam and Paandi previously. Starring 10 Tamil film directors, including Manivannan, Seeman, Tarun Gopi and Ponvannan, in lead and supporting roles. The film, scored by Sabesh-Murali and filmed by Balabharani, was released on 5 June 2009, going on to become successful at the box office.",4.5,0.4396
Kulir 100°,09-06-2009,Tamil,Sanjeev,Riya Bamniyal,Bobo Shashi,"Surya is the son of a local don, and studies at the Chengalpet Matriculation School. His mother who is separated from her criminal husband wants him to grow up as a model citizen. Surya who is attached to his mother gives a promise that he will not take the path to violence again, and is admitted to the up market Lake View School in Ooty, described by its principal as the ""Best School in south Asia"". Surya is looked down by his snooty seniors led by Rohit and his gang. The only person who stands with him is Babloo, and the principal's daughter Tanya who has a soft corner for him. Under extreme provocation, Surya keeps his cool as he tries to live up to his mother's expectations. However he breaks down after Babloo is murdered, and goes on a revenge spree. The film ends on a tragic note, as the message of the film is conveyed.",5.5,0.4527
Ninaithale Inikkum,04-09-2009,Tamil,Prithviraj Sukumaran,Priyamani,Vijay Antony,"Shiva gets nostalgic thinking about his college life and friends and looks forward to meeting them all. But, there is a sombre mood at the reunion. Soon, Shiva is found almost strangled to death.",4,0.4045
