Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Minnale,18-02-2001,Tamil,R. Madhavan,Reema Sen,Harris Jayaraj,"Rajesh Shivakumar is a college hoodlum who has his first crush on Reena Joseph, who unfortunately, is engaged to be married to Rajiv Samuel, an Indian engineer settled abroad. In an effort to gain her heart, Maddy impersonates Rajiv and gets close to Reena, aided by his grandfather Subbuni and his crooked sidekick Chockalingam. However, the real Rajiv shows up, bringing a shocking end to Reena's romantic interlude.",7,2.6155
Friends,14-01-2001,Tamil,Vijay,Devayani,Ilaiyaraaja,"A man values his best friend more than anything else in the world. One day he confesses a dark secret from their childhood to his wife, which is overheard by another. Once the secret gets out, the friendship is destroyed.",6.7,1.421
Dheena,14-01-2001,Tamil,Ajith Kumar,Laila,Yuvan Shankar Raja,"A local gangster and his adopted brother rule over a town together. However, their relationship turns sour after the man's sister dies due to the gangster's mistake.",5.8,1.5141
Nandha,14-11-2001,Tamil,Suriya,Laila,Yuvan Shankar Raja,"Nandha returns after serving his term for killing his father. Although he killed him to save his mother, she does not forgive him. He is then taken in by Periyavar, who shelters Sri Lankan refugees.",6.9,1.3402
Rishi,16-02-2001,Tamil,R. Sarathkumar,Sanghavi,Yuvan Shankar Raja,"Rishi, a thief, happens to own a floppy incriminating a minister of murder. Things turn chaotic when his lookalike Velu is targeted by the minister for the footage.",3,1.0226
Narasimha,12-07-2001,Tamil,Vijayakanth,Isha Koppikar,Mani Sharma,"Rasool Akthar, a hardcore terrorist wants to cause confusion and chaos among the people of India by killing VIPs and destroying important buildings with bombs to separate Kashmir from India. How Narasimha destroys the terrorist and saves the country is the story.",5.2,0.8513
Dum Dum Dum,13-04-2001,Tamil,R. Madhavan,Jyothika,Karthik Raja,"Adityan, a city slicker's marriage is fixed by his dad in the village to Ganga, a village belle. He is not happy with it, as he wants to marry a city girl and that too after falling in love. On the other hand, Ganga also is not interested, as she wants to marry only after completing her engineering in the city.",5.8,0.6067
Citizen,08-06-2001,Tamil,Ajith Kumar,Vasundhara Das,Deva,"Three prominent members of society, a judge, a police official and a district collector are kidnapped in broad daylight by a man who calls himself 'Citizen'. As CBI Officer Sarojini (Nagma) follows his trail she finds clues to a shocking mystery, of a village called Attipatthi which simply disappeared off the map of India, and to which each of these men is connected",6.341,0.7758
Dhill,05-05-2001,Tamil,Vikram,Laila,Vidyasagar,"Velu's only dream is to become a police officer. One night after having dinner at a restaurant near the beach, Velu goes to pay the bill leaving his girlfriend Asha behind. At that moment, a police officer drinks and urinates besides Asha. Irritated, she scolds him. He attempts to rape her but is beaten up by Velu severely and receives a scar on his face. Angered by this, he seeks revenge against Velu.",5.3,0.7312
Sri Raja Rajeswari,13-04-2001,Tamil,Ramki,Ramya Krishnan,Deva,"Rasaiya and Rajeswari are tribal newly weds, out for a midnight stroll in the forest. Three drunk businessmen('Nizhalgal' Ravi, Thyagu, Ponnambalam) accost them and when Rajeswari refuses to succumb to their advances, they kill the couple. Rajeswari is them reborn as the child of a poor couple and once she remembers her past, starts taking her revenge. Once she has disposed off the first two, she finds out that the son of the third is a look-alike of Rasaiya. When Rasaiya ends up marrying the girl of his father's choice, Rajeswari attempts to prevent the consummation of their relationship and steal her husband back.",0,0.664
Aalavandhan,14-11-2001,Tamil,Kamal Haasan,Raveena Tandon,Mahesh Mahadevan,"Nandu and Vijay are brothers who were abused by their stepmother during their younger days. Nandhu, who is mentally ill, decides to kill Vijay's fiancee as he visualizes her as his stepmother.",6.604,0.8659
Paarthale Paravasam,14-11-2001,Tamil,R. Madhavan,Simran,A.R. Rahman,"A doctor becomes an instant heartthrob after making an appearance in a movie and soon marries a woman. But just after their marriage, the truth about his past is revealed, which leads to complications, taking the couple a step closer to divorce.",3.3,0.661
Little John,13-04-2001,Tamil,Bentley Mitchum,Jyothika,Pravin Mani,"When a visiting researcher tries desperately to escape, after mistakenly captured by police for an alleged theft in a temple, bizarre things start happening.",5.1,0.7733
Kunguma Pottu Gounder,08-06-2001,Tamil,Sathyaraj,Rambha,Sirpi,Kandasamy is desperate to enrol his son in a good school. Trouble ensues when his wife spots him with an educated woman who is posing as their child's mother in order to help him get admission.,5.2,0.7333
