Title,Release Date,Language,Vote Average,Popularity
Ambi Ning Vayassaytho,27-09-2018,Kannada,5,0.1022
Iruvudellava Bittu,21-09-2018,Kannada,0,0.1008
Raambo 2,16-05-2018,Kannada,5.3,0.0836
Kanaka,26-01-2018,Kannada,0,0.1655
Onthara Bannagalu,17-08-2018,Kannada,0,0.1023
Katheyondu Shuruvagide,03-08-2018,Kannada,7.3,0.1818
Ammachi Yemba Nenapu,02-11-2018,Kannada,7,0.0996
Orange,07-12-2018,Kannada,2.5,0.1026
Swartharatna,28-12-2018,Kannada,0,0.0645
The Terrorist,18-10-2018,Kannada,0,0.1025
Bhairava Geetha,07-12-2018,Kannada,6,0.099
Vanilla,01-06-2018,Kannada,0,0.0814
Buckasura,06-04-2018,Kannada,4,0.1182
Ananthu v/s Nusrath,28-12-2018,Kannada,6.2,0.0662
Shathaya Gathaya,08-06-2018,Kannada,0,0.0482
Life Jothe Ondu Selfie,17-08-2018,Kannada,0,0.0468
Ramarajya,10-08-2018,Kannada,0,0.0486
Jeerjimbe,16-11-2018,Kannada,0,0.0648
May 1st,24-08-2018,Kannada,0,0.0409
Padarasa,10-08-2018,Kannada,0,0.0398
Trunk,13-07-2018,Kannada,4.5,0.0563
Beti,27-02-2018,Kannada,0,0.0352
Apple Cake,23-11-2018,Kannada,0,0.0423
Naguva Nayana,16-12-2018,Kannada,0,0.0286
Varnamaya,23-11-2018,Kannada,4,0.0256
Jayamahal,06-04-2018,Kannada,0,0.0286
Good Bye,24-08-2018,Kannada,0,0.0214
Puttaraju Lover of Shashikala,10-08-2018,Kannada,0,0.0453
Abhisaarike,10-08-2018,Kannada,0,0.0214
Vandana,10-08-2018,Kannada,0,0.0143
Dr. Sukanya,23-03-2018,Kannada,0,0.0071
Hosa Climax,10-08-2018,Kannada,0,0.0071
Love U 2,13-07-2018,Kannada,0,0.0071
Mudlaseemeyali,28-02-2018,Kannada,0,0
Kavi,24-08-2018,Kannada,0,0.0071
Rustum,28-06-2019,Kannada,5,0.5911
Pailwaan,12-09-2019,Kannada,6.2,0.4735
Yaanaa,12-07-2019,Kannada,5,0.2075
Kiss,27-09-2019,Kannada,2.6,0.3455
99,01-05-2019,Kannada,6.2,0.4094
Bharaate,18-10-2019,Kannada,3,0.2131
Visions of Mookajji,29-11-2019,Kannada,10,0.2132
Ayushman Bhava,15-11-2019,Kannada,6,0.2265
Amar,31-05-2019,Kannada,1,0.2627
Katha Sangama,06-12-2019,Kannada,5.3,0.1554
Kavaludaari,12-04-2019,Kannada,6.9,0.2533
Yajamana,01-03-2019,Kannada,4.7,0.2266
Seetharama Kalyana,25-01-2019,Kannada,4.7,0.1163
Nanna Prakara,23-08-2019,Kannada,3.2,0.255
Chambal,22-02-2019,Kannada,3,0.2589
Udgharsha,22-03-2019,Kannada,1,0.1644
Devaki,05-07-2019,Kannada,1,0.4107
Aadi Lakshmi Puraana,19-07-2019,Kannada,8.5,0.1393
Kannad Gothilla,22-11-2019,Kannada,1,0.1708
Natasaarvabhowma,07-02-2019,Kannada,7.3,0.1607
THE REDEMPTION,09-12-2019,Kannada,0,0.1911
Striker,22-02-2019,Kannada,7,0.1559
Odeya,12-12-2019,Kannada,3.5,0.1186
Brahmachari,29-11-2019,Kannada,1,0.1407
Avane Srimannarayana,27-12-2019,Kannada,7.4,0.846
Marshal,06-09-2019,Kannada,0,0.0952
Premier Padmini,26-04-2019,Kannada,5,0.3764
Gosi Gang,08-03-2019,Kannada,0,0.0962
Padde Huli,19-04-2019,Kannada,5,0.44
Bell Bottom,15-02-2019,Kannada,6.9,0.119
Kavacha,05-04-2019,Kannada,7,0.1626
India vs England,14-12-2019,Kannada,2.3,0.1875
Vrithra,11-10-2019,Kannada,7,0.1132
Nanne Preethse: I Love You,14-06-2019,Kannada,3.667,0.1637
Gimmick,15-08-2019,Kannada,1.5,0.1233
Adhyaksha In America,10-10-2019,Kannada,0,0.1546
Geetha,27-09-2019,Kannada,7,0.1159
Fortuner,01-11-2019,Kannada,0,0.087
D/O Parvathamma,24-05-2019,Kannada,2,0.1499
Damayanthi,29-11-2019,Kannada,0,0.0981
Bazaar,01-02-2019,Kannada,4,0.0808
Aa Drushya,08-11-2019,Kannada,0,0.1016
Dasharatha,26-07-2019,Kannada,0,0.1613
Girmit,08-11-2019,Kannada,8,0.0769
Bhinna,08-10-2019,Kannada,7,0.0857
Panchatantra,29-03-2019,Kannada,0,0.1065
Ellidde Illi Tanaka,11-10-2019,Kannada,3,0.0889
Gubbi Mele Brahmastra,15-08-2019,Kannada,5.3,0.1011
Girgitle,15-03-2019,Kannada,0,0.0665
Mundina Nildana,29-11-2019,Kannada,6,0.0533
Navaratri,27-09-2019,Kannada,0,0.0887
Sinnga,19-07-2019,Kannada,0,0.0802
Arishadvarga,23-06-2019,Kannada,5,0.0674
Neuron,22-11-2019,Kannada,4,0.0912
Mane Maratakkide,15-11-2019,Kannada,6,0.0658
Savarna Deergha Sandhi,17-10-2019,Kannada,0,0.0887
Kamarottu Checkpost,31-05-2019,Kannada,0,0.0757
Gantumoote,18-10-2019,Kannada,7.3,0.0698
Vajramukhi,02-08-2019,Kannada,0,0.0646
DK Bose,15-05-2019,Kannada,6,0.0886
Ratnamanjari,17-05-2019,Kannada,0,0.0935
Vijayaratha,23-08-2019,Kannada,0,0.0466
Aatakkuntu Lekkakkilla,27-09-2019,Kannada,0,0.0429
Ayushman Bhava,01-11-2019,Kannada,0,0.0714
Face 2 Face,15-03-2019,Kannada,6,0.0553
Alidu Ulidavaru,06-12-2019,Kannada,5.5,0.0497
Babru,06-12-2019,Kannada,5,0.0362
Navelru... Half Boiled,06-12-2019,Kannada,0,0.0505
Night Out,12-04-2019,Kannada,0,0.0398
Sarvajanikarige Suvarnavakaasha,20-12-2019,Kannada,4,0.0409
Mahira,26-07-2019,Kannada,2.7,0.0281
Onti,05-07-2019,Kannada,3,0.0898
Anukta,01-02-2019,Kannada,5,0.0338
Kapata Nataka Paatradhaari,08-11-2019,Kannada,1,0.0588
Ondh Kathe Hella,08-03-2019,Kannada,0,0.0382
Gahana,15-02-2019,Kannada,0,0.0214
Hangover,14-06-2019,Kannada,0,0.0193
Simplicity and Complexity,23-02-2019,Kannada,0,0.0264
Nam Gani B.Com Pass,15-11-2019,Kannada,0,0.0143
Best Friends,04-01-2019,Kannada,0,0.0239
Devaru Bekagiddare,12-10-2019,Kannada,0,0.0311
Fan,23-08-2019,Kannada,0,0.0239
Randhawa,23-08-2019,Kannada,0,0.0214
Digbhayam,24-05-2019,Kannada,0,0.0168
Kalidasa Kannada Meshtru,22-11-2019,Kannada,0,0.0214
Soojidaara,10-05-2019,Kannada,0,0.0143
Manasinata,16-08-2019,Kannada,0,0.0071
Lungi,11-10-2019,Kannada,0,0.0071
The Lake and The Lake,17-11-2019,Kannada,0,0.0071
Manaroopa,22-11-2019,Kannada,6,0.0071
Gowdru Cycle,05-04-2019,Kannada,0,0.0071
Londonalli Lambodara,29-03-2019,Kannada,0,0.0071
Inject 0.7,11-10-2019,Kannada,0,0
Secrets,12-12-2019,Kannada,0,0
C++,01-11-2019,Kannada,4.5,0
Vishnu Circle,06-09-2019,Kannada,0,0.0071
Love Mocktail,31-01-2020,Kannada,6.3,0.698
Dia,07-02-2020,Kannada,6.2,0.7155
Mayabazar 2016,28-02-2020,Kannada,4.8,0.2108
Manne No 13,26-11-2020,Kannada,6,0.229
LAW,17-07-2020,Kannada,2.8,0.291
Sagutha Doora Doora,14-02-2020,Kannada,0,0.1917
Gentleman,07-02-2020,Kannada,5,0.1801
Sri Bharatha Baahubali,17-01-2020,Kannada,3,0.1271
Popcorn Monkey Tiger,21-02-2020,Kannada,6.6,0.1634
Aadyaa,21-02-2020,Kannada,0,0.0967
Naanu Matthu Gunda,24-01-2020,Kannada,0,0.0965
Bheemasena Nalamaharaja,29-10-2020,Kannada,10,0.1793
Khakii,24-01-2020,Kannada,1,0.1897
French Biriyani,24-07-2020,Kannada,5.5,0.1666
ACT-1978,20-11-2020,Kannada,4,0.1282
Shivaji Surathkal: The Case of Ranagiri Rahasya,21-02-2020,Kannada,6.2,0.0632
Mathe Udbhava,07-02-2020,Kannada,5,0.0631
Malgudi Days,07-02-2020,Kannada,2,0.0576
Connect 55,25-07-2020,Kannada,0,0.0557
Navarathna,14-02-2020,Kannada,9.5,0.0479
Mounam,21-02-2020,Kannada,1,0.0622
The Times We Live In,13-08-2020,Kannada,0,0.0454
Rudraprayag,09-04-2020,Kannada,0,0.0239
Chanaksha,21-03-2020,Kannada,0,0.0239
Eerie,01-05-2020,Kannada,0,0.0311
Demo Piece,14-02-2020,Kannada,0,0.0538
Ondu Shikariya Kathe,06-03-2020,Kannada,0,0.0327
Rajeeva,03-01-2020,Kannada,0,0.0239
Can Neither Stay Here Nor Journey Beyond,05-03-2020,Kannada,0,0.0168
Bill Gates,07-02-2020,Kannada,2,0.0168
Pinki Elli?,08-11-2020,Kannada,0,0.0071
Chocolate Starfish,17-02-2020,Kannada,0,0
Bhrame,01-11-2020,Kannada,0,0.0071
Garuda Gamana Vrishabha Vahana,19-11-2021,Kannada,7.5,0.7525
Madhagaja,03-12-2021,Kannada,3,0.4607
Yuvarathnaa,31-03-2021,Kannada,5.2,0.5582
Govinda Govinda,26-11-2021,Kannada,0,0.4591
Koli Taal,30-10-2021,Kannada,10,0.2753
Ninna Sanihake,20-08-2021,Kannada,0,0.3895
Roberrt,11-03-2021,Kannada,1,0.2759
Arjun Gowda,31-12-2021,Kannada,8,0.2936
Love You Rachchu,31-12-2021,Kannada,6,0.201
Krishna Talkies,16-04-2021,Kannada,5.8,0.2067
Bhajarangi 2,29-10-2021,Kannada,1,0.2399
Pogaru,19-02-2021,Kannada,3.7,0.2298
100,19-11-2021,Kannada,7,0.3183
Kotigobba 3,14-10-2021,Kannada,5.8,0.2409
Drishya 2,10-12-2021,Kannada,0,0.1734
Rathnan Prapancha,22-10-2021,Kannada,5,0.1735
Premam Poojyam,12-11-2021,Kannada,10,0.1842
Aana,29-10-2021,Kannada,0,0.0866
Mugil Pete,19-11-2021,Kannada,10,0.2381
Amruth Apartments,26-11-2021,Kannada,0,0.0964
Hero,05-03-2021,Kannada,6.2,0.1829
Sakath,26-11-2021,Kannada,9,0.1508
Rider,24-12-2021,Kannada,7,0.121
SriKrishna@gmail.com,14-10-2021,Kannada,3.5,0.1095
Badava Rascal,24-12-2021,Kannada,4,0.1018
Inspector Vikram,05-02-2021,Kannada,5,0.1104
Salaga,14-10-2021,Kannada,0,0.2026
Munduvareda Adhyaya,18-03-2021,Kannada,0,0.0885
Dear Bhargava,16-05-2021,Kannada,0,0.0699
Seetharam Benoy,16-08-2021,Kannada,6,0.1586
Ikkat,21-07-2021,Kannada,4,0.1634
Buy 1 Get 1 Free,12-11-2021,Kannada,0,0.0954
Huttu Habbada Shubhashayagalu,31-12-2021,Kannada,0,0.0835
Puksatte Lifu Pursotte Illa,24-09-2021,Kannada,7,0.114
Kaddu Mucchi,03-02-2021,Kannada,0,0.0613
Shadow,05-02-2021,Kannada,0,0.0592
Rewind,16-04-2021,Kannada,0,0.0543
Kushka,26-02-2021,Kannada,0,0.0672
Lanke,13-08-2021,Kannada,0,0.0606
Blue Bird,04-06-2021,Kannada,0,0.0493
Sushant,01-01-2021,Kannada,0,0.0511
Pedro,09-10-2021,Kannada,0,0.0412
Talaq Talaq Talaq,22-01-2021,Kannada,0,0.0357
Dollu,20-11-2021,Kannada,0,0.0286
Mangalavara Rajaadina,05-02-2021,Kannada,0,0.0478
Ramarjuna,29-01-2021,Kannada,0,0.0336
Whispers and Echoes,28-09-2021,Kannada,0,0.0261
Indira,16-09-2021,Kannada,0,0.0143
Seventeeners,20-11-2021,Kannada,0,0.0143
Kannadiga,17-12-2021,Kannada,0,0.0071
Pinni,04-06-2021,Kannada,0,0
Kantara,30-09-2022,Kannada,7.172,4.2232
K.G.F: Chapter 2,14-04-2022,Kannada,7.4,3.5881
Raana,11-11-2022,Kannada,0,0.9347
777 Charlie,10-06-2022,Kannada,7.6,1.6606
Banaras,04-11-2022,Kannada,4,0.8121
Vijayanand,09-12-2022,Kannada,0,0.6409
Padavi Poorva,30-12-2022,Kannada,0,0.5105
James,17-03-2022,Kannada,5.9,0.7444
Gandhada Gudi,28-10-2022,Kannada,7,0.4266
Vikrant Rona,28-07-2022,Kannada,6,0.4208
Gaalipata 2,12-08-2022,Kannada,1,0.3157
Ravi Bopanna,12-08-2022,Kannada,6,0.3267
Avatara Purusha: Part 1,06-05-2022,Kannada,4.977,0.5411
Dr. 56,09-12-2022,Kannada,5.7,0.326
Chase,15-07-2022,Kannada,0,0.2263
Vedha,23-12-2022,Kannada,4.9,0.3099
Trikona,08-04-2022,Kannada,10,0.2017
Shokiwala,29-04-2022,Kannada,0,0.2718
Head Bush: Vol 1,21-10-2022,Kannada,5,0.2337
Bytwo Love,18-02-2022,Kannada,6,0.2152
Hosa Dinachari,22-12-2022,Kannada,0,0.13
Lucky Man,09-09-2022,Kannada,6,0.2219
Tootu Madike,08-07-2022,Kannada,0,0.1534
Petromax,15-07-2022,Kannada,3.5,0.1756
One Cut Two Cut,03-02-2022,Kannada,4.5,0.1542
Love 360,19-08-2022,Kannada,0,0.2484
Abbara,18-11-2022,Kannada,0,0.2204
Harikathe Alla Girikathe,23-06-2022,Kannada,5,0.1211
Love Mocktail 2,11-02-2022,Kannada,5.5,0.1732
10,16-12-2022,Kannada,5.1,0.1682
Bairagee,01-07-2022,Kannada,4,0.1475
Monsoon Raaga,16-09-2022,Kannada,0,0.1583
Old Monk,25-02-2022,Kannada,8.5,0.1413
Family Pack,16-02-2022,Kannada,0,0.1626
Kasthuri Mahal,20-05-2022,Kannada,0,0.1534
Garuda,20-05-2022,Kannada,0,0.1311
Kaaneyadavara Bagge Prakatane,11-08-2022,Kannada,0,0.115
Dharani Mandala Madhyadolage,02-12-2022,Kannada,0,0.0788
Guru Shishyaru,23-09-2022,Kannada,0,0.1228
Raymo,25-11-2022,Kannada,0,0.1093
Dear Vikram,30-06-2022,Kannada,8,0.1328
Dil Pasand,11-11-2022,Kannada,0,0.1068
Ek Love Ya,24-02-2022,Kannada,0,0.1098
Nodi Swamy Ivanu Irode Heege,22-07-2022,Kannada,0,0.1091
Sakutumba Sametha,20-05-2022,Kannada,0,0.0733
Window Seat,01-07-2022,Kannada,0,0.0725
Home Minister,01-04-2022,Kannada,0,0.0837
Thimayya & Thimayya,02-12-2022,Kannada,0,0.0798
Made In Bengaluru,30-12-2022,Kannada,0,0.0718
Gajanana And Gang,03-06-2022,Kannada,0,0.0902
Saara Vajra,20-05-2022,Kannada,0,0.0698
Once Upon a Time in Jamaligudda,30-12-2022,Kannada,8,0.0598
Benki,15-07-2022,Kannada,0,0.0683
Champion,14-10-2022,Kannada,0,0.0646
Twenty One Hours,20-05-2022,Kannada,4.5,0.0885
Kshamisi Nimma Khaatheyalli Hanavilla,25-04-2022,Kannada,1,0.1018
Physics Teacher,22-07-2022,Kannada,0,0.0988
Fourwalls,11-02-2022,Kannada,4.5,0.0571
Selfie Mummy Googl Daddy,13-05-2022,Kannada,0,0.1209
Thurthu Nirgamana,24-06-2022,Kannada,1,0.0987
The Bell,28-03-2022,Kannada,0,0.0482
Shivamma,08-10-2022,Kannada,0,0.1615
Magane Mahisha,28-04-2022,Kannada,0,0.051
Dear Sathya,10-03-2022,Kannada,8,0.0379
Tribble Riding,25-11-2022,Kannada,1,0.0468
Hope,08-07-2022,Kannada,1,0.0528
Stalker,05-03-2022,Kannada,0,0.0416
Critical Keertanegalu,15-07-2022,Kannada,10,0.0577
Varada,18-02-2022,Kannada,0,0.0559
Yellow Board,04-03-2022,Kannada,1,0.0552
Body God,01-04-2022,Kannada,0,0.0404
Ombatthane Dikku,28-01-2022,Kannada,0,0.0256
Bhavachitra,18-02-2022,Kannada,9,0.0357
Oh My Love,16-07-2022,Kannada,0,0.0621
Bahukrita Vesham,18-02-2022,Kannada,0,0.0289
Dwimukha,06-06-2022,Kannada,0,0.0429
Purushothama,06-05-2022,Kannada,0,0.0286
Man of the Match,05-05-2022,Kannada,5.5,0.0453
Instant Karma,01-04-2022,Kannada,0,0.0256
MRP,07-10-2022,Kannada,0,0.0256
Blank,25-02-2022,Kannada,0,0.0214
Dictionary Mohan,03-11-2022,Kannada,0,0.0214
Chicken Curry,15-07-2022,Kannada,0,0.0143
Raj Sounds and Lights,20-05-2022,Kannada,0,0.0143
Sugarless,08-07-2022,Kannada,7,0.0143
Tanuja,01-02-2022,Kannada,0,0.0071
Sri Ranga,22-07-2022,Kannada,0,0.0071
Project Sharapanjara,23-10-2022,Kannada,0,0.0143
Trivikrama,24-06-2022,Kannada,0,0.0071
Jadaghatta,04-02-2022,Kannada,0,0.0071
Lavishka,04-10-2022,Kannada,0,0
Wheel Chair Romeo,27-05-2022,Kannada,0,0
The 90 Days,11-03-2022,Kannada,5.5,0
Toby,25-08-2023,Kannada,8.3,4.1347
Kaiva,08-12-2023,Kannada,0,0.7602
Ghost,19-10-2023,Kannada,2,0.4241
1888,09-04-2023,Kannada,0,0.7092
Hostel Hudugaru Bekagiddare,21-07-2023,Kannada,7,0.5742
Kranti,26-01-2023,Kannada,4.8,0.5932
Sapta Sagaradaache Ello – Side A,01-09-2023,Kannada,8.2,0.6329
Kabzaa,17-03-2023,Kannada,4.6,0.4423
Garuda Purana,11-03-2023,Kannada,0,0.4529
Sapta Sagaradaache Ello - Side B,17-11-2023,Kannada,7.4,0.396
Kaatera,29-12-2023,Kannada,6.7,0.353
Tagaru Palya,27-10-2023,Kannada,0,0.2162
Sunflowers Were the First Ones to Know...,12-06-2023,Kannada,4,0.3332
Love Birds,17-02-2023,Kannada,1,0.2538
Raaghu,28-04-2023,Kannada,7,0.2208
Love Andre..?,11-09-2023,Kannada,0,0.1539
Desiderium,23-02-2023,Kannada,10,0.2008
19.20.21,03-03-2023,Kannada,9,0.1974
Kshetrapathi,18-08-2023,Kannada,0,0.1906
Raghavendra Stores,28-04-2023,Kannada,3.2,0.2957
Butterfly,02-08-2023,Kannada,0,0.1273
Baanadariyalli,15-09-2023,Kannada,0,0.1609
Anna,27-03-2023,Kannada,0,0.1061
Devara Kanassu,21-07-2023,Kannada,0,0.175
Vishnu Priya,21-07-2023,Kannada,0,0.153
Marichi,08-12-2023,Kannada,3,0.1393
Kousalya Supraja Rama,28-07-2023,Kannada,1,0.1035
Mr. Bachelor,06-01-2023,Kannada,0,0.1629
Gurudev Hoysala,30-03-2023,Kannada,5,0.1065
Aachar & Co,28-07-2023,Kannada,5.8,0.1467
Sneharshi,14-12-2023,Kannada,0,0.1185
Hondisi Bareyiri,10-02-2023,Kannada,7,0.1322
SURA,12-08-2023,Kannada,0,0.0997
Swathi Mutthina Male Haniye,24-11-2023,Kannada,10,0.1438
Orchestra Mysuru,12-01-2023,Kannada,8,0.1449
Namo Bhoothathma 2,04-08-2023,Kannada,0,0.1003
Daredevil Musthafa,19-05-2023,Kannada,7.3,0.1081
Bad Manners,23-06-2023,Kannada,0,0.3945
Rudri,10-11-2023,Kannada,0,0.0623
Gowli,24-02-2023,Kannada,0,0.0577
Shivaji Surathkal 2: Mysterious case of Maayavi,14-04-2023,Kannada,1,0.1398
Yadha Yadha Hi,02-06-2023,Kannada,0,0.0722
Manduka,15-12-2023,Kannada,0,0.053
Sugar Factory,24-11-2023,Kannada,0,0.0389
Surface Tension,31-12-2023,Kannada,0,0.0468
Baang,18-08-2023,Kannada,0,0.0453
Spooky College,06-01-2023,Kannada,0,0.0535
Nam Naani Madve Prasanga,07-04-2023,Kannada,0,0.0545
Sheela,28-07-2023,Kannada,0,0.0286
Undenaama,14-04-2023,Kannada,0,0.0264
Shri Balaji Photo Studio,06-01-2023,Kannada,0,0.0239
Kadala Theerada Bhargava,03-03-2023,Kannada,0,0.0239
Naanu Kusuma,05-01-2023,Kannada,0,0.0168
Bengaluru Boys,30-06-2023,Kannada,0,0.0143
Aaraariraaro,03-11-2023,Kannada,0,0
I'm In This City,28-10-2023,Kannada,10,0
Osmitay,15-09-2023,Kannada,0,0
Bheema,09-08-2024,Kannada,0,1.7144
Martin,11-10-2024,Kannada,2.2,1.2825
Bagheera,31-10-2024,Kannada,4.9,1.0181
Kotee,14-06-2024,Kannada,0,0.8986
Bhairathi Ranagal,14-11-2024,Kannada,8.3,0.6467
MAX,25-12-2024,Kannada,5,0.5312
Yuva,28-03-2024,Kannada,2,0.409
Rakshasa Tantra,22-03-2024,Kannada,0,0.3381
Bachelor Party,26-01-2024,Kannada,0,0.3496
Avatara Purusha 2,05-04-2024,Kannada,3.571,0.3904
Kreem,01-03-2024,Kannada,0,0.2917
Ravike Prasanga,16-02-2024,Kannada,0,0.2424
Photo,15-03-2024,Kannada,9,0.4621
Juni,09-02-2024,Kannada,0,0.3318
O2,19-04-2024,Kannada,0,0.3182
Family Drama,26-07-2024,Kannada,0,0.1974
Upadhyaksha,25-01-2024,Kannada,0,0.3193
Matinee,05-04-2024,Kannada,0,0.3274
Krishnam Pranaya Sakhi,15-08-2024,Kannada,8.5,0.2462
Day 1,08-08-2024,Kannada,0,0.3184
For Regn,23-02-2024,Kannada,0,0.2226
Ibbani Tabbida Ileyali,05-09-2024,Kannada,8,0.4657
Laughing Buddha,30-08-2024,Kannada,5,0.1922
UI,20-12-2024,Kannada,5.8,0.286
Sanju Weds Geetha 2,01-04-2024,Kannada,0,0.2038
Blink,08-03-2024,Kannada,0,0.2981
Case of Kondana,26-01-2024,Kannada,5,0.2301
Chef Chidambara,14-06-2024,Kannada,0,0.1718
Hide And Seek,15-03-2024,Kannada,2,0.1282
Chow Chow Bath,15-03-2024,Kannada,0,0.2406
Karataka Damanaka,08-03-2024,Kannada,2,0.1638
Murphy,18-10-2024,Kannada,9,0.1126
Mithya,02-03-2024,Kannada,0,0.1499
Powder,05-04-2024,Kannada,0,0.114
Ondu Sarala Prema Kathe,08-02-2024,Kannada,0,0.1507
Samarthya,30-12-2024,Kannada,0,0.1063
Ranganayaka,08-03-2024,Kannada,0,0.112
Mafia,26-07-2024,Kannada,0,0.1024
Love Li,14-06-2024,Kannada,0,0.156
Aaram Aravind Swamy,22-11-2024,Kannada,0,0.111
Detective Teekshanaa,20-09-2024,Kannada,0,0.0683
Chilli Chicken,21-06-2024,Kannada,4,0.1293
Happy Birthday To Me,28-06-2024,Kannada,0,0.0796
Tenant,22-11-2024,Kannada,0,0.0692
Jugalbandhi,01-03-2024,Kannada,0,0.0784
Grey Games,10-05-2024,Kannada,0,0.072
KTM,16-02-2024,Kannada,0,0.0901
Kerebete,15-03-2024,Kannada,0,0.0624
Saramsha,15-02-2024,Kannada,0,0.0744
Duality,02-03-2024,Kannada,0,0.0864
Venus: Try Flap,31-10-2024,Kannada,0,0.0694
Behind The Scenes,08-11-2024,Kannada,0,0.0844
Rhythm of Dammam,15-12-2024,Kannada,0,0.0687
Abbabba,16-02-2024,Kannada,0,0.0482
Lineman,15-03-2024,Kannada,0,0.073
"Karki Nanu BA, LLB",20-09-2024,Kannada,0,0.0552
Abracadabra,02-03-2024,Kannada,0,0.097
Maryade Prashne,22-11-2024,Kannada,6,0.057
Shaakhaahaari,16-02-2024,Kannada,8.5,0.0529
Purushothamana Prasanga,01-03-2024,Kannada,0,0.0436
Mr. Natwarlal,23-02-2024,Kannada,0,0.0542
Idu Entha Lokavayya,09-08-2024,Kannada,0,0.0388
Shackles of Sky,07-11-2024,Kannada,0,0.0655
Third Krishnappa,24-05-2024,Kannada,7,0.0414
Naguvina Hoogala Mele,09-02-2024,Kannada,0,0.4843
Ramana Avatara,10-05-2024,Kannada,0,0.0545
Kenda,26-07-2024,Kannada,0,0.0382
Somu Sound Engineer,15-03-2024,Kannada,2,0.0503
Matsyagandha,23-02-2024,Kannada,0,0.0314
Ladies Bar,16-02-2024,Kannada,0,0.0416
Mandya Haida,16-02-2024,Kannada,0,0.0438
Metamorphosis,26-07-2024,Kannada,9,0.0718
Venkya,23-11-2024,Kannada,0,0.0432
Mooru Kaasina Kudure,23-10-2024,Kannada,0,0.0995
Jalandhara,09-04-2024,Kannada,0,0.0243
Dhairyam Sarvatra Sadhanam,23-02-2024,Kannada,0,0.0361
Scam 1770,12-04-2024,Kannada,0,0.0314
Kaalapatthar,13-09-2024,Kannada,0,0.0214
Onty Bunty Love Story,05-01-2024,Kannada,0,0.0264
Kunde,06-10-2024,Kannada,0,0.0243
Distant,06-12-2024,Kannada,0,0.0214
Purloined Possession,21-12-2024,Kannada,10,0.0214
Pepe,30-08-2024,Kannada,0,0.0143
Shalivahana Shakhe,13-09-2024,Kannada,0,0.0071
Kuuk Aah?,25-01-2024,Kannada,0,0.0168
Nite Road,27-09-2024,Kannada,0,0.0143
Ambika,27-07-2024,Kannada,0,0.0143
Jalapata,13-01-2024,Kannada,0,0.0143
Yshamya - The story of Yumas,23-02-2024,Kannada,0,0.0071
RAAVANA Short Film,02-09-2024,Kannada,0,0.0143
Usire Usire,03-05-2024,Kannada,0,0.0143
Unfinished Hope,15-04-2024,Kannada,0,0.0071
Choo Mantar,10-01-2025,Kannada,0,0.7821
Nodidavaru Enanthare,31-01-2025,Kannada,10,0.4793
Sunday Special,09-05-2025,Kannada,0,0.3105
Mahavatar Narsimha,03-04-2025,Kannada,0,0.3379
Agnyathavasi,11-04-2025,Kannada,0,0.2145
45,15-08-2025,Kannada,0,0.3394
Kantara Chapter 1,02-10-2025,Kannada,0,0.2942
In The Wake Of Compunction,11-06-2025,Kannada,0,0.2496
Rudhra Garuda Purana,24-01-2025,Kannada,0,0.1037
Nimma Vasthugalige Neeve Javaabdaararu,10-01-2025,Kannada,0,0.0947
Paru Parvathy,31-01-2025,Kannada,0,0.3289
Anamadheya Ashok Kumar,03-01-2025,Kannada,0,0.0981
Mr.Rani,07-02-2025,Kannada,0,0.079
Forest,24-01-2025,Kannada,0,0.0616
Tiger's Pond,15-02-2025,Kannada,0,0.0803
Interval,07-03-2025,Kannada,0,0.0379
KUDA -A LITTLE WHILE,31-12-2025,Kannada,0,0.0363
Nimitta Matra,14-02-2025,Kannada,0,0.0438
Kaadumale,31-01-2025,Kannada,0,0.0368
Sirikantada Vodeya,06-03-2025,Kannada,0,0.0193
Beli Hoo,08-03-2025,Kannada,0,0.0143
Yaaru Yenu Maduvaru,25-03-2025,Kannada,0,0.0214
Bhava Theera Yana,21-02-2025,Kannada,0,0
Lacchi,16-01-2025,Kannada,0,0
Karnatakadalli Ambedkar Hejjegalu,08-03-2025,Kannada,0,0
Parajya,04-03-2025,Kannada,0,0
Toxic,19-03-2026,Kannada,0,0.6339
