Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Munna Michael,20-07-2017,Hindi,Tiger Shroff,Nidhhi Agerwal,Vayu,"An expert dancer Munna who idolizes the king of pop, reluctantly tutors a gangster until their developing bond gets disrupted by their common romantic interest towards the same woman.",5.9,3.6262
Raees,25-01-2017,Hindi,Shah Rukh Khan,Mahira Khan,Ram Sampath,"Set in the early ’80s and ’90s in Gujarat, India, ‘Raees’ is a fictitious story of a crime lord named Raees, who builds an entire empire from scratch, and a police officer who is determined to bring him down.",6.653,3.0639
Tiger Zinda Hai,18-12-2017,Hindi,Salman Khan,Katrina Kaif,Julius Packiam,"When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.",6.1,2.5119
Bareilly Ki Barfi,17-08-2017,Hindi,Ayushmann Khurrana,Kriti Sanon,Vayu,"Bitti Mishra is a bohemian Bareilly girl who falls deeply in love with Pritam Vidrohi, an author because she admires his progressive way of thinking. Finding him though proves to be as hard as looking for a needle in the haystack. So Bitti seeks the help of the local printing press-owner, Chirag Dubey on her journey of love.",6.8,2.4676
Commando 2 - The Black Money Trail,02-03-2017,Hindi,Vidyut Jammwal,Adah Sharma,Gourov Roshin,"India's most wanted Black Money agent, Vicky Chaddha, gets arrested in Malaysia and is kept in a safe house by the Malaysian authorities, along with his wife. A team of four is being sent to Malaysia to bring them to India. Apart from the growth of inter-personal relationships, the mission has quite a few twists and turns on its way. The story follows Karan as he uses his brain and brawn to recover all of the laundered black money.",6.1,2.5015
Judwaa 2,29-09-2017,Hindi,Varun Dhawan,Jacqueline Fernandez,Sajid Ali Khan,"Separated at birth and peculiarly connected via their reflexes, twins Prem and Raja are reunited with each other as they set out to take down the underground smuggling world.",5.4,2.1967
Tubelight,22-06-2017,Hindi,Salman Khan,Zhu Zhu,Pritam Chakraborty,"Laxman Singh Bisht is nicknamed tube light by his neighbours because he is feeble-minded. Despite being special, Laxman lives by one life-lesson; keep your faith alive and you can do almost anything, even stop a war.",5.382,2.1421
Hindi Medium,19-05-2017,Hindi,Irrfan Khan,Saba Qamar,Abhijit Vaghani,"Mita and Raj Batra, an affluent couple from Delhi’s Chandni Chowk, are grappling with getting their daughter admission into an English medium school. But there is one big problem. Their zubaan is Hindi, and the elitist snobs won’t let the Hindi speaking hoi-polloi fit in.",7.276,2.1723
Mom,07-07-2017,Hindi,Nawazuddin Siddiqui,Sridevi,A.R. Rahman,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked free.",7.6,1.9094
Meri Pyaari Bindu,11-05-2017,Hindi,Ayushmann Khurrana,Parineeti Chopra,Sachin Sanghvi,Abhimanyu Roy is stuck with writer's block until he decides to re-live the memories of his childhood sweetheart Bindu who aspires to be a successful singer and struggles to give Abhi the one thing he craves - stability.,6.1,2.2146
Jab Harry Met Sejal,04-08-2017,Hindi,Shah Rukh Khan,Anushka Sharma,Diplo,"Haunted by the memories of home he once knew, a middle-aged tour guide unconsciously embarks on a journey to find self.",6.503,1.824
Ok Jaanu,12-01-2017,Hindi,Aditya Roy Kapur,Shraddha Kapoor,A.R. Rahman,"Adi and Tara move to Bombay to pursue their dreams. A chance meeting sparks off a heady, no strings attached romance until their careers pull them apart. Will ambition prevail over matters of the heart?",5.9,1.5962
Newton,22-09-2017,Hindi,Rajkummar Rao,Anjali Patil,Rachita Arora,A government clerk on election duty in a conflict-ridden jungle of Central India tries his best to conduct free and fair voting despite the apathy of security forces and the looming fear of guerrilla attacks by communist rebels.,7.1,2.1968
Jolly LLB 2,09-02-2017,Hindi,Akshay Kumar,Huma Qureshi,Harmeet Singh,"A blunt, abrasive and yet oddly compassionate Jagdishwar Mishra aka Jolly, a small-time struggling lawyer who moves from Kanpur to the city of Nawabs to pursue his dream of becoming a big-time lawyer.",6.9,2.159
Ittefaq,03-11-2017,Hindi,Akshaye Khanna,Sonakshi Sinha,Bappi Lahiri,"Police officer Dev investigates a double murder case that has only two witnesses - an acclaimed writer Vikram and a young homemaker Maya, who also happen to be the prime suspects in the case. He finds himself being torn between their own version's of what happened on the fateful night, and takes it upon himself to figure out the real story and capture the real murderer.",6.9,1.9857
Toilet: A Love Story,11-08-2017,Hindi,Akshay Kumar,Bhumi Pednekar,Manas Chaturvedi,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",6.824,1.5782
