Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Dangal,21-12-2016,Hindi,Aamir Khan,Fatima Sana Shaikh,Pritam Chakraborty,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",7.889,7.8126
Sultan,06-07-2016,Hindi,Salman Khan,Anushka Sharma,Vishal Dadlani,"The ageing wrestler Sultan Ali Khan decides to try his luck on the mat again; to do this, he wants to represent his country at the Olympic Games, but first has to overcome personal issues.",6.878,4.9989
Sanam Teri Kasam,05-02-2016,Hindi,Harshvardhan Rane,Mawra Hocane,Himesh Reshammiya,"Tough ex-convict Inder and traditional mousy Saraswati fall in love and get married, but a tragedy changes their lives forever. The film is a modern rendition of the legends of Shiva-Sati and the novel Love Story by Eric Segal.",7.8,4.7371
Udta Punjab,17-06-2016,Hindi,Shahid Kapoor,Alia Bhatt,Amit Trivedi,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a policeman, a doctor, a migrant worker, and a rockstar.",7.2,3.0782
Baaghi,29-04-2016,Hindi,Tiger Shroff,Shraddha Kapoor,Amaal Mallik,"Ronny is a rebellious man, who falls in love with Sia but circumstances separate them. Years later, Ronny learns that Sia is abducted by a martial arts champion, Raghav.",6.328,2.8029
Mohenjo Daro,11-08-2016,Hindi,Hrithik Roshan,Pooja Hegde,A.R. Rahman,"During the Indus valley civilization, an Indigo farmer strives for the justice and protection of the city of Mohenjo-Daro and its civilians from an evil politician.",6.2,2.936
Dear Zindagi,23-11-2016,Hindi,Shah Rukh Khan,Alia Bhatt,Amit Trivedi,An unconventional thinker helps a budding cinematographer gain a new perspective on life.,7,2.6804
Neerja,19-02-2016,Hindi,Shekhar Ravjiani,Sonam Kapoor Ahuja,Vishal Khurana,"Neerja is a portrayal on the life of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",7.3,2.3295
Raman Raghav 2.0,24-06-2016,Hindi,Nawazuddin Siddiqui,Sobhita Dhulipala,Ram Sampath,A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game.,7,2.2895
Ae Dil Hai Mushkil,27-10-2016,Hindi,Ranbir Kapoor,Anushka Sharma,Pritam Chakraborty,"Ayan falls in love with his soulmate, Alizeh, but she doesn’t reciprocate the feeling. Later, a relationship with Saba helps him realize Alizeh’s value in his life, irrespective of their relationship status.",6.4,2.8818
Force 2,18-11-2016,Hindi,John Abraham,Sonakshi Sinha,Amaal Mallik,"ACP Yashvardhan teams up RAW Agent KK to bring down the master mind terrorist, Shiv.",6.7,1.6958
M.S. Dhoni: The Untold Story,30-09-2016,Hindi,Sushant Singh Rajput,Disha Patani,Amaal Mallik,"Based on the life story of Mahendra Singh Dhoni, and his journey to being the world cup winning captain of the Indian cricket team.",7.2,1.8036
Ki & Ka,01-04-2016,Hindi,Arjun Kapoor,Kareena Kapoor Khan,Meet Bros Anjjan,"An unconventional woman, gains immense success in her professional life but things take a turn when she meets a guy, who wants to be a house husband.",5.5,1.8741
Sanam Re,12-02-2016,Hindi,Pulkit Samrat,Yami Gautam,Mithoon Sharma,A story about the man who is confused with his love life finds solace in his birthplace with his childhood love.,6,1.991
Airlift,22-01-2016,Hindi,Akshay Kumar,Nimrat Kaur,Arijit Dutta,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",7.1,1.6682
Pink,16-09-2016,Hindi,Amitabh Bachchan,Taapsee Pannu,Shantanu Moitra,"A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture.",7.4,1.6631
Fan,14-04-2016,Hindi,Shah Rukh Khan,Deepika Amin,Andrea Guerra,"A man who bears a striking resemblance to a renowned movie star becomes an obsessive fan, but when his fierce love is spurned by the star, he decides to destroy the star's life and reputation.",6.3,2.2517
Rustom,12-08-2016,Hindi,Akshay Kumar,Ileana D'Cruz,Jeet Gannguli,"A naval officer is devastated to learn about his wife's extramarital affair with a rich businessman while he was away. He pays him a visit and shoots him to death, following which he surrenders himself but claims to be ""not guilty"" in the court, much to the surprise of the businessman's sister and the officers dealing with his case.",6.7,1.5716
Shivaay,28-10-2016,Hindi,Ajay Devgn,Abigail Eames,Jasleen Kaur Royal,"Shivaay , a fearless Himalayan mountaineer covered in Lord Shiva tattoos, heads to Bulgaria to fulfill his nine-year-old daughter Gaura’s  wish of seeing her mother Olga, who abandoned them years ago. But their plan goes for a toss when the little girl gets kidnapped in the foreign land. Rescuing her from the masked child-traffickers becomes his only reason for survival.",5.8,1.6596
Kahaani 2,01-12-2016,Hindi,Arjun Rampal,Vidya Balan,Clinton Cerejo,"Vidya Sinha has only one obsession in life. She wants to see her teenage daughter Mini, who is paralysed waist-downwards, walk again. But, is this scenario as obvious as it seems? Or is Vidya an impersonator of Durga Rani Singh from Kalimpong, who is wanted for kidnapping and murder?",6.6,1.3246
Kapoor & Sons,18-03-2016,Hindi,Sidharth Malhotra,Alia Bhatt,Amaal Mallik,"Returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parents’ marriage frays.",7,1.8161
Do Lafzon Ki Kahani,10-06-2016,Hindi,Randeep Hooda,Kajal Agarwal,Amaal Mallik,Centered on ex-mixed martial arts artist Sooraj and sculptor artist Jenny. Their fate intertwines when their past are revealed in their blooming relationship.,6.6,1.6243
Nil Battey Sannata,22-04-2016,Hindi,Pankaj Tripathi,Swara Bhasker,Rohan Utpat,"Behind the magnificent Taj Mahal lies a cluster of dingy homes where Chanda (35), a domestic help, lives with her 14-year-old daughter Appu. Chanda aspires and dreams that her daughter will study and embrace a better fate. When Appu tells her she wants to quit school and become a maid like her, Chanda takes a strong decision: she will herself go back to school, and even join the class of her daughter.",7.2,1.5143
Fitoor,12-02-2016,Hindi,Aditya Roy Kapur,Tabu,Amit Trivedi,"A young artist tries to win the heart of his muse, while her mother hatches a scheme to end his quest for true love.",5.6,1.745
Waiting,27-05-2016,Hindi,Naseeruddin Shah,Kalki Koechlin,Mikey McCleary,"While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.",7.1,1.209
