Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Jab Tak Hai Jaan,13-11-2012,Hindi,Shah Rukh Khan,Katrina Kaif,A.R. Rahman,A bomb disposal expert becomes bitter and lonely and is unable to fall in love until he is forced to deal with his past.,7.074,2.5806
Ek Tha Tiger,15-08-2012,Hindi,Salman Khan,Katrina Kaif,Sohail Sen,An Indian agent is sent to observe the actions of a scientist but the mission becomes complicated when he falls in love with the scientist's Pakistani caretaker.,6.121,2.9652
Talaash,30-11-2012,Hindi,Aamir Khan,Kareena Kapoor Khan,Ram Sampath,"A cop, investigating the mysterious death of a filmstar, meets a sex-worker, while he faces some personal problems psychologically. The mystery connects these people in a way, that ultimately changes their lives.",6.8,2.5795
Student Of The Year,19-10-2012,Hindi,Sidharth Malhotra,Alia Bhatt,Vishal Dadlani,Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,5.7,2.6809
Kahaani,08-03-2012,Hindi,Parambrata Chatterjee,Vidya Balan,Clinton Cerejo,"Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems.",7.2,2.0411
Agneepath,25-01-2012,Hindi,Hrithik Roshan,Priyanka Chopra Jonas,Ajay Gogavale,"When his father is lynched by a mob after being framed by a gangster, a young boy leaves his village along with his pregnant mother  and flees to Mumbai. He takes up a life of crime and swears to avenge his father. A remake of the 1990 film.",6.4,2.5536
Gangs of Wasseypur - Part 1,22-06-2012,Hindi,Manoj Bajpayee,Richa Chadha,G. V. Prakash Kumar,"In 1970s India, Sardar Khan vows to take revenge on the man who killed his father decades earlier.",7.1,1.622
Barfi!,13-09-2012,Hindi,Ranbir Kapoor,Priyanka Chopra Jonas,Pritam Chakraborty,"The heartwarming tale of Barfi, a charming deaf-mute young man from 1970s Darjeeling, and two unalike women who can't help but fall for him.",7.552,1.8308
English Vinglish,21-09-2012,Hindi,Adil Hussain,Sridevi,Amit Trivedi,"In the United States for the first time, an Indian housewife with a limited command of English turns Manhattan into her personal language school.",7.2,1.8243
Gangs of Wasseypur - Part 2,08-08-2012,Hindi,Nawazuddin Siddiqui,Huma Qureshi,Sneha Khanwalkar,"After the death of his father and brother Danish, Faizal Khan vows to take revenge by destroying Ramadhir Singh's gang.",7.8,2.0618
Agent Vinod,23-03-2012,Hindi,Saif Ali Khan,Kareena Kapoor Khan,Daniel B George,"Agent Vinod sets out on a secret mission to find the reason behind the death of Rajan, his colleague. Terror strikes when he unfolds an even bigger conspiracy.",5.5,1.4808
