Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Dhadkan,11-08-2000,Hindi,Akshay Kumar,Shilpa Shetty Kundra,,"Anjali and Dev are in love with each other and plan to marry, but her family gets her married to Ram. Years later, Dev shows up to reunite with Anjali, however, she has fallen in love with Ram.",6.4,0.6928
Ghaath,01-12-2000,Hindi,Manoj Bajpayee,Tabu,Salim–Sulaiman,"Krishna Patil is a poor, unemployed, unsuccessful and short tempered youth who stays in a chawl with his father Ramakant and elder sister Mansi. He tries to secure a job in the police department but fails. One day he happens to meet Kavita Choudhary, a young, rich, beautiful, intelligent lawyer. He falls for her instantly and begins wooing her. Kavita, having recently lost her father, stays alone and feels lonely and depressed. There is a certain void in her life. She is looking for someone to share her loneliness and an unemployed Krishna suits her requirements perfectly. Hence she accepts him as her boyfriend despite his mediocre looks, poor family background, jobless status and lack of personal hygiene.",0,0.8467
Karobaar,15-09-2000,Hindi,Anil Kapoor,Juhi Chawla Mehta,Rajesh Roshan,"Wealthy Rajiv Sinha and middle-classed Amar Saxena are two childhood friends, with similar likes, and tastes. Their similar habits lead them to being in love with the same woman - Seema, who loves Amar, and is willing to marry him no matter what. Rajiv attempts to offer money to Sapna's guardian so that he can marry her, in vain though. When Rajiv attempts to convince Amar that Sapna is being brought up by a prostitute by the name of Ratnabai, Amar is adamant, and marries Sapna, and takes her home to his brother and his family, where they are not welcomed, and asked to leave. Rajiv and Amar stop seeing each other, and regard each other as bitter enemies. Amar and Seema manage to exist, with Amar going on to become a successful prosecution attorney. Then they get the news that Rajiv has been charged with killing a young woman named Neelam Mehta. Amar is delighted for he will be given a chance to teach Rajiv a lesson, and possibly sentence him to death.",7,0.6046
Badal,11-02-2000,Hindi,Bobby Deol,Rani Mukerji,Anu Malik,"Badal is a victim of the 1984 riots, brought up by a terrorist. Badal aims to kill the treacherous police officer who had killed his parents and his loving sister. He takes shelter in the house of an honest police officer and falls in love with a minister's granddaughter. Will he be able to accomplish his revenge?",5.9,0.7325
Pukar,04-02-2000,Hindi,Anil Kapoor,Madhuri Dixit,A.R. Rahman,"Major Jaidev saves a politician from the clutches of a dreaded terrorist. However, the terrorist joins hands with his childhood friend Anjali to ruin his life.",6.6,0.8701
Khiladi 420,29-12-2000,Hindi,Akshay Kumar,Mahima Chaudhry,,"Wealthy, world-wide business-man Shyam Prasad Bharadwaj would like to get his only daughter, Rittu marry to his business-partner Dev Kumar Malhotra. But what Shyam is unaware of is Dev is not what he claims to be but merely a con-man who is in debt with local gangsters and to worsen matters he plans to do away with the entire Bharadwaj family so that he can embezzle their property and estate.",4.9,0.5318
Kya Kehna,18-05-2000,Hindi,Saif Ali Khan,Preity Zinta,Rajesh Roshan,"Priya, a young college girl faces hardships and challenges after she becomes pregnant before marriage.",5.7,0.6424
Dulhan Hum Le Jayenge,20-03-2000,Hindi,Salman Khan,Karisma Kapoor,Himesh Reshammiya,"Sapna has lost her parents at an early age and lives with her three quirky uncles - Bhola Nath is a fitness freak, Prabhu Nath is a deeply religious fellow and Vicky Nath is a disco-savvy dude. Sapna is fed up of their quirks and runs away to Europe where she meets Raja. Her purse is stolen and hence she has to depend financially on Raja. During the course of the tour they fall in love after much bickering. When Raja comes to know that to marry Sapna he has to convince her three uncles for their support, he sets off on his mission.",5.6,0.8767
Tapish,01-01-2000,Hindi,,,,"The story of Lajwanti, who questions in this era of modernization how much have we actually advanced and how much of it is fake imitation of the west.",0,0.5024
Deewane,11-08-2000,Hindi,Ajay Devgn,Mahima Chaudhry,,"Policeman Vishal is shot when his boss bungles a raid on a boat. To avoid the wrath of Vishal's family, his boss hires a lookalike to stop their suspicions. But when the policeman's girlfriend Sapna falls in love with the 'new' Vishal, all sorts of trouble is caused. Watch as events unfold itself and what a negative impact this will have on Vishaul's family.",5.2,0.4538
Aaghaaz,06-10-2000,Hindi,Suniel Shetty,Sushmita Sen,Anu Malik,"After putting together his life once again from a traumatic experience in his past; Govind Narang accompanied by his sister Rattna comes to reside in Azad Nagar, Bombay. He cannot stand injustice in any shape and form; this brings him into enmity with a gangster Johnny and his younger brother Danny Handsome. Obstructed by the interference into their criminal activities Johnny and his gang brutally beats up Govind leaving him to die and sexually molest Rattna in broad-daylight.",2,0.4278
Hadh Kar Di Aapne,14-04-2000,Hindi,Govinda,Rani Mukerji,,"Raj Malhotra (Raju) (Govinda), a detective, goes on a European trip to help his friend Sanjay Khanna (Nirmal Pandey) prove that his wife is having an extramarital affair. Khanna and his wife Anjali (Ritu Shivpuri) think that their counterpart is cheating on their relationship and each of them want proof to easily file for divorce. They stop living in the same house and believe their spouse has gone to Europe with their boyfriend/girlfriend. Anjali sends her friend (Rani Mukerji), who shares the same name, on this trip to get information regarding her husband. In a mix-up of different identities, Raju and Anjali fall in love and then, eventually, solve their misunderstandings.",4.826,0.5067
Bichhoo,07-07-2000,Hindi,Bobby Deol,Rani Mukerji,,"Jeeva is a small-time criminal who treasures his solitude, but perky girl-next-door Rani works hard to befriend her sullen neighbor. He rebuffs all her advances -- until a gang of criminals kills Rani's family. In a gross miscarriage of justice, the criminals are set free. Jeeva's sympathy for Rani quickly turns into feelings of love, and to prove his affection, he trains Rani as a weapons expert so she can avenge her murdered family.",4.5,0.533
Kurukshetra,03-10-2000,Hindi,Sanjay Dutt,Mahima Chaudhry,,"Kurukshetra is a story of war between evil and truth. The D.S.P Prithvi Raj Singh(Sanjay Dutt) is an honest and brave police officer.All dishonest police officers , rogues, criminals and corrupt politicians are scared of him. The day he joins duty in Mumbai city, he destroys all the illegal business of Iqbal Pasina(Mukesh Rishi). From that day onwards, Iqbal Pasina starts admiring DSP Prithvi Raj Singh.Prithvi Raj Singh with his wife, Anjali (Mahima Chaudhary) and sister, Aarti is living a happy life. Aarti is in love with Sub-Inspector Avinash",6.4,0.4872
Astitva,06-10-2000,Hindi,Sachin Khedekar,Tabu,Rahul Ranade,"When Aditi finds out she has been named the sole heir to the estate of an old acquaintance, her husband is puzzled and suspicious. However, the secret she is hiding could destroy their family.",5.9,0.4632
Champion,22-12-2000,Hindi,Sunny Deol,Manisha Koirala,Anu Malik,"The film CHAMPION is a tale about a man who has a quest, a dream to be the best of the best. The film centres on four main characters, namely Rajveer Singh (Sunny Deol), a simpleton from a village in Punjab, whose sole dream in life is to become a super-cop and wipe off all crime. After, training, he gets his first posting at Mumbai for a special assignment. Bubbling with enthusiasm, an arrival, he is shocked to find that his job is to protect a nine-year-old boy, Abbas Khan (Abhishek Sharma). A bodyguard, after all the rigorous training to eliminate hardcore criminals! Abbas is the sole heir to millions of riches left to him by his parents, who have expired in a drastic plane crash.",3.8,0.473
Hari-Bhari,07-01-2000,Hindi,Rajit Kapoor,Rajeshwari Sachdev,Vanraj Bhatia,Family Planning issues in a Muslim Hyderabadi family struggling between new and old values,5,0.4127
Beti No. 1,10-11-2000,Hindi,Govinda,Rambha,Ghulam Ali,"This warmhearted comedy takes place in a household completely dominated by Durga Bhatnagar, an imposing matriarch who's desperate for a grandson and heir.",3.5,0.3466
