Title,Release Date,Language,Vote Average,Popularity
Kanchivaram,19-03-2008,Tamil,7.3,0.2215
Kaalai,14-01-2008,Tamil,4.583,0.2174
Anjathe,14-02-2008,Tamil,6.75,0.2908
Dindigul Sarathy,18-12-2008,Tamil,6.2,0.2429
Bommalattam,05-05-2008,Tamil,4.667,0.2139
Jayam Kondaan,29-08-2008,Tamil,5.3,0.2353
Nepali,11-04-2008,Tamil,3.7,0.1718
Satyam,14-08-2008,Tamil,6.2,0.2374
Muniyandi Vilangial Moonramandu,04-07-2008,Tamil,6,0.2784
Kadhalil Vizhunthen,26-09-2008,Tamil,5.5,0.2129
Pathu Pathu,25-07-2008,Tamil,10,0.3089
Thoondil,21-02-2008,Tamil,4,0.2173
Sutta Pazham,25-07-2008,Tamil,0,0.1486
Thiruvannamalai,19-12-2008,Tamil,5.5,0.2667
Dhanam,05-09-2008,Tamil,0,0.1549
Pirivom Santhippom,14-01-2008,Tamil,5.7,0.6612
Ashoka,01-02-2008,Tamil,0,0.1332
Mahesh Saranya Matrum Palar,28-11-2008,Tamil,0,0.1193
Vambu Sandai,29-02-2008,Tamil,0,0.187
Vaitheeswaran,14-03-2008,Tamil,6,0.2074
Kannum Kannum,07-07-2008,Tamil,6,0.1785
Sadhu Miranda,08-02-2008,Tamil,9,0.1316
Vallamai Tharayo,28-06-2008,Tamil,0,0.1707
Nayagan,22-08-2008,Tamil,0,0.142
Poi Solla Porom,12-09-2008,Tamil,8,0.1568
Arai Enn 305-Il Kadavul,18-04-2008,Tamil,6.8,0.1602
Durai,12-09-2008,Tamil,5,0.1731
Arasangam,09-03-2008,Tamil,5,0.1166
Poo,02-02-2008,Tamil,6.6,0.2239
Silandhi,09-05-2008,Tamil,0,0.1427
Thozha,11-04-2008,Tamil,0,0.1193
Chakkara Viyugam,14-04-2008,Tamil,0,0.0809
Nenjathai Killadhe,14-02-2008,Tamil,0,0.0981
Alibhabha,05-09-2008,Tamil,4,0.1181
Kathavarayan,30-05-2008,Tamil,0,0.0979
Ayutham Seivom,27-06-2008,Tamil,5,0.1109
Thotta,29-02-2008,Tamil,0,0.1184
Herova? Zerova?,11-09-2008,Tamil,0,0.1058
Netru Indru Naalai,09-10-2008,Tamil,2,0.0681
Inba,21-03-2008,Tamil,0,0.1615
Kaalaippani,30-05-2008,Tamil,0,0.3463
Indiralohathil Na Azhagappan,31-01-2008,Tamil,4.5,0.1218
Thangam,01-02-2008,Tamil,0,0.0631
Mudhal Mudhal Mudhal Varai,19-09-2008,Tamil,0,0.0481
Singakutty,21-03-2008,Tamil,0,0.0596
Azhaipithazh,11-04-2008,Tamil,0,0.0528
Mr. Pandi,01-01-2008,Tamil,0,0.0281
Akku,22-02-2008,Tamil,0,0.0286
Block B,01-01-2008,Tamil,0,0.0357
Vannathu Poochi,01-01-2008,Tamil,6,0.0404
Valluvan Vasuki,22-02-2008,Tamil,0,0.0495
Patchai Nirame,14-02-2008,Tamil,0,0.0071
Sindhanai Sei,31-07-2009,Tamil,0,0.6057
Ayan,03-04-2009,Tamil,7,1.3029
Renigunta,04-12-2009,Tamil,5.5,1.281
Yavarum Nalam,06-03-2009,Tamil,6.3,0.7646
Kanden Kadhalai,30-10-2009,Tamil,4.6,0.6499
Villu,12-01-2009,Tamil,3.828,0.5237
Newtonin Moondram Vidhi,01-05-2009,Tamil,6.6,0.4462
Unnaipol Oruvan,18-09-2009,Tamil,7,0.3151
Padikathavan,14-01-2009,Tamil,3.967,0.3637
Aadhavan,17-10-2009,Tamil,5.438,0.4216
Thoranai,29-05-2009,Tamil,4.464,0.3048
Sarvam,15-05-2009,Tamil,5.8,0.3779
Vennila Kabadi Kuzhu,29-01-2009,Tamil,7.5,0.4322
Siva Manasula Sakthi,14-02-2009,Tamil,6.6,0.5524
Thee,27-02-2009,Tamil,3.75,0.2486
Kulir 100°,09-06-2009,Tamil,5.5,0.2355
Pasanga,01-05-2009,Tamil,7.55,0.3368
A Aa E Ee,09-01-2009,Tamil,2,0.2969
Malai Malai,31-07-2009,Tamil,3.7,0.3491
Peranmai,16-10-2009,Tamil,7,0.4141
Mayandi Kudumbathar,05-06-2009,Tamil,4.5,0.1998
Adhe Neram Adhe Idam,06-11-2009,Tamil,0,0.285
Eeram,11-09-2009,Tamil,7,0.2496
Guru En Aalu,24-04-2009,Tamil,3.5,0.2689
TN 07 AL 4777,21-02-2009,Tamil,0,0.2732
Ainthaam Padai,23-07-2009,Tamil,4,0.2816
Vamanan,10-07-2009,Tamil,5.5,0.213
Kadhal Kadhai,17-07-2009,Tamil,0,0.267
Aarumugam,25-09-2009,Tamil,7,0.1874
Maasilamani,19-06-2009,Tamil,7.2,0.2733
Kunguma Poovum Konjum Puravum,24-04-2009,Tamil,7,0.2524
Yogi,27-11-2009,Tamil,6.8,0.2721
Solla Solla Inikkum,18-09-2009,Tamil,0,0.1941
Naan Kadavul,06-02-2009,Tamil,7.2,0.1961
Vettaikaaran,18-12-2009,Tamil,4.6,0.3177
1977,06-03-2009,Tamil,3.5,0.2345
Naalai Namathe,25-12-2009,Tamil,0,0.2063
Jaganmohini,16-10-2009,Tamil,4.5,0.2486
Pattalam,27-03-2009,Tamil,1,0.1478
Naadodigal,26-06-2009,Tamil,7.6,0.2133
Achchamundu Achchamundu,17-07-2009,Tamil,4.5,0.2223
Rajadhi Raja,30-09-2009,Tamil,5.7,0.1858
Ninaithale Inikkum,04-09-2009,Tamil,4,0.2814
Pokkisham,14-08-2009,Tamil,6,0.193
Kanthaswamy,21-08-2009,Tamil,4.897,0.2072
Anthony Yaar?,31-07-2009,Tamil,0,0.1923
Mariyadhai,24-04-2009,Tamil,5,0.156
Indira Vizha,10-07-2009,Tamil,5.5,0.1838
Ananda Thandavam,10-04-2009,Tamil,4.417,0.1949
Muthirai,19-06-2009,Tamil,3,0.1421
Madurai Sambavam,04-09-2009,Tamil,3.5,0.2186
Kandhakottai,19-12-2009,Tamil,6.5,0.2621
Nan Avan illa :2,27-11-2009,Tamil,5.2,0.1573
Mathiya Chennai,26-11-2009,Tamil,0,0.0961
Vedigundu Murugesan,17-07-2009,Tamil,0,0.1475
Palaivana Solai,15-07-2009,Tamil,0,0.0872
Laadam,09-02-2009,Tamil,8,0.1554
Modhi Vilayadu,24-07-2009,Tamil,4.75,0.1193
Unnai Kann Theduthe,03-07-2009,Tamil,0,0.083
Meipporul,24-04-2009,Tamil,0,0.0807
Thiru Thiru Thuru Thuru,25-09-2009,Tamil,5.7,0.0949
Perumal,13-02-2009,Tamil,4,0.0831
Pura,20-03-2009,Tamil,0,0.0648
Ilampuyal,01-05-2009,Tamil,0,0.0625
Kadhalna Summa Illai,01-01-2009,Tamil,0,0.0667
Adada Enna Azhagu,20-03-2009,Tamil,0,0.0769
Suriyan Satta Kalloori,28-09-2009,Tamil,0,0.1118
Karthik Anitha,10-04-2009,Tamil,4,0.0957
Vaitheki,05-05-2009,Tamil,0,0.0842
Gnabagangal,03-07-2009,Tamil,0,0.0286
Azhagar Malai,07-08-2009,Tamil,3,0.0535
Parallax,05-05-2009,Tamil,0,0.0256
Edhuvum Nadakkum,04-12-2009,Tamil,0,0.0143
Nee Yar (Who are You),01-01-2009,Tamil,0,0.0143
A Mango Tree in the Front Yard,06-02-2009,Tamil,0,0.0071
Kamban En Kadhalan,13-04-2009,Tamil,0,0.0143
Thambivudaiyan,09-09-2009,Tamil,0,0
Enthiran,01-10-2010,Tamil,6.6,1.8691
Raavanan,18-06-2010,Tamil,7,0.7288
Naan Mahaan Alla,20-08-2010,Tamil,6.5,0.5353
Theeradha Vilaiyattu Pillai,12-02-2010,Tamil,5.2,0.457
Angadi Theru,26-03-2010,Tamil,6.8,0.3804
Moscowin Kavery,27-08-2010,Tamil,6.6,0.4501
Chikku Bukku,03-12-2010,Tamil,4,0.2875
Aayirathil Oruvan,14-01-2010,Tamil,6.6,0.5723
Singam,28-05-2010,Tamil,6.7,0.6217
Goa,29-01-2010,Tamil,6,0.4695
Thillalangadi,23-07-2010,Tamil,4.8,0.4288
Thamizh Padam,20-01-2010,Tamil,6,0.4796
Madrasapattinam,09-07-2010,Tamil,7,0.4687
Vinnaithaandi Varuvaayaa,26-02-2010,Tamil,7.6,0.5957
Guru Sishyan,07-05-2010,Tamil,3.5,0.3558
Paiyaa,02-04-2010,Tamil,6.2,0.4548
Sura,30-04-2010,Tamil,2.419,0.3337
Boss Engira Baskaran,10-09-2010,Tamil,6.591,0.2812
Baana Kaathadi,06-08-2010,Tamil,5.3,0.3268
Easan,17-12-2010,Tamil,3.5,0.3199
Jaggubhai,29-01-2010,Tamil,6.5,0.2315
Drohi,10-09-2010,Tamil,4,0.2276
Drogam: Nadanthathu Enna?,11-06-2010,Tamil,6,0.3892
Undercover Rascals,28-10-2010,Tamil,9,0.3458
Porkkalam,14-01-2010,Tamil,0,0.3015
Mundhinam Paartheney,18-03-2010,Tamil,0,0.1994
Nandalala,26-11-2010,Tamil,8.2,0.284
Vamsam,13-08-2010,Tamil,6,0.2391
Kutty,14-01-2010,Tamil,5.3,0.2649
Maanja Velu,21-05-2010,Tamil,4.3,0.2404
Uthama Puthiran,05-11-2010,Tamil,6.3,0.2819
Thenmerku Paruvakatru,24-12-2010,Tamil,7.7,0.2272
Manmadhan Ambu,23-12-2010,Tamil,5.4,0.1867
Kutti Pisasu,07-05-2010,Tamil,3.5,0.2994
Kacheri Arambam,19-03-2010,Tamil,0,0.2097
Thambikku Indha Ooru,05-03-2010,Tamil,3.25,0.2553
Irumbu Kottai Murattu Singam,07-05-2010,Tamil,4.4,0.2532
Kalavani,25-06-2010,Tamil,6.2,0.2339
Asal,05-02-2010,Tamil,4.4,0.2469
Anandhapurathu Veedu,09-07-2010,Tamil,5.2,0.1929
Vandae Maatharam,10-09-2010,Tamil,3.5,0.3028
Kattradhu Kalavu,28-05-2010,Tamil,0,0.1892
Mandhira Punnagai,19-11-2010,Tamil,5.5,0.2371
Mynaa,05-11-2010,Tamil,7.1,0.2074
Kola Kolaya Mundhirika,21-05-2010,Tamil,0,0.261
Bayam Ariyan,25-04-2010,Tamil,0,0.5098
Thunichal,01-01-2010,Tamil,2.5,0.1744
Ambasamuthiram Ambani,02-07-2010,Tamil,7,0.1431
Agam Puram,09-12-2010,Tamil,0,0.1071
Ayyanar,09-12-2010,Tamil,4,0.227
Aval Peyar Tamilarasi,05-03-2010,Tamil,5.5,0.1893
Goripalayam,07-05-2010,Tamil,4.5,0.174
Sindhu Samaveli,03-09-2010,Tamil,3.8,0.2096
Vaada,15-10-2010,Tamil,5,0.2065
Endhiran Making of Robot,20-02-2010,Tamil,0,0.1654
Kadhalagi,28-05-2010,Tamil,0,0.1598
Naanayam,14-01-2010,Tamil,6,0.1876
Vallakottai,05-11-2010,Tamil,4,0.1898
Milaga,10-10-2010,Tamil,5.2,0.1157
Inidhu Inidhu,20-09-2010,Tamil,5.5,0.156
Nagaram,19-11-2010,Tamil,0,0.1593
Pollachi Mappiley,16-07-2010,Tamil,2,0.1017
Magizhchi,18-11-2010,Tamil,3,0.1282
Bale Pandiya,03-09-2010,Tamil,5,0.1064
Aattanayagann,17-12-2010,Tamil,0,0.1688
Viruthagiri,10-12-2010,Tamil,6,0.2034
Magane En Marumagane,21-05-2010,Tamil,0,0.0669
Kaadhal Solla Vandhen,13-08-2010,Tamil,2,0.1738
Thambi Arjuna,01-01-2010,Tamil,7,0.1235
Rettaisuzhi,23-04-2010,Tamil,3.2,0.079
Kalloori Kalangal,03-09-2010,Tamil,0,0.123
Rasikkum Seemane,11-02-2010,Tamil,6,0.1428
Pournami Nagam,01-01-2010,Tamil,0,0.1166
Kanagavel Kaaka,21-05-2010,Tamil,5,0.0988
Pen Singam,03-06-2010,Tamil,0,0.1196
Kanimozhi,26-09-2010,Tamil,0,0.0911
Kotti,31-12-2010,Tamil,0,0.094
Vilai,28-05-2010,Tamil,0,0.0793
Masala Mama,16-02-2010,Tamil,5,0.083
Pugaipadam,01-01-2010,Tamil,0,0.0703
Puzhal,03-09-2010,Tamil,0,0.0713
Va,05-10-2010,Tamil,5.2,0.1172
Aridhu Aridhu,24-12-2010,Tamil,4.5,0.0606
The Angel,14-07-2010,Tamil,0,0.0922
Kathai,29-01-2010,Tamil,0,0.0729
Gowravargal,15-10-2010,Tamil,0,0.0505
Nil Gavani Sellathey,17-12-2010,Tamil,0,0.0457
Yathumaagi,12-03-2010,Tamil,0,0.0872
Nenjuku Neethi,31-08-2010,Tamil,0,0.0472
Siddhu +2 1st Attempt,10-12-2010,Tamil,4,0.0441
Orr Eravuu,11-06-2010,Tamil,6,0.0379
Nellu,24-12-2010,Tamil,0,0.0459
Maathi Yosi,12-03-2010,Tamil,0,0.0486
Virunthali,16-07-2010,Tamil,0,0.1079
Gurushetram – 24 Hours of Anger,08-04-2010,Tamil,0,0.045
Unnaiye Kadhalipen,22-10-2010,Tamil,0,0.0398
What Happened,25-05-2010,Tamil,0,0.0286
Meet Me at the Mango Tree,01-03-2010,Tamil,0,0.0218
Shadows of Silence,01-11-2010,Tamil,0,0.0214
Thittakudi,05-05-2010,Tamil,0,0.0286
Mankatha,31-08-2011,Tamil,6.7,1.0625
Siruthai,14-01-2011,Tamil,5.9,0.9472
Kanchana,22-07-2011,Tamil,5.5,0.779
Rowthiram,12-08-2011,Tamil,5.286,0.535
7Aum Arivu,26-10-2011,Tamil,6.433,0.4753
Aadukalam,14-01-2011,Tamil,7.6,0.4173
Ko,22-04-2011,Tamil,7.144,0.4803
Deiva Thirumagal,03-06-2011,Tamil,7.333,0.7408
Osthe,22-11-2011,Tamil,4.05,0.4365
Ponnar Shankar,09-04-2011,Tamil,4.8,0.5205
Velayudham,26-10-2011,Tamil,5.323,0.4809
Anaagarigam,26-11-2011,Tamil,7,0.6169
Nanjupuram,01-03-2011,Tamil,5,0.4819
Veppam,29-07-2011,Tamil,5.4,0.4009
Mayakkam Enna,25-11-2011,Tamil,6.6,0.5041
Kaavalan,15-01-2011,Tamil,5.6,0.4982
Yuddham Sei,03-02-2011,Tamil,7.2,0.3464
Rajapattai,23-12-2011,Tamil,2.8,0.3618
Ilaingan,14-01-2011,Tamil,5.2,0.2084
Engeyum Eppodhum,16-09-2011,Tamil,7.1,0.4311
Azhagar Samiyin Kuthirai,12-05-2011,Tamil,6,0.2783
Vaagai Sooda Vaa,30-09-2011,Tamil,7.2,0.3008
Engeyum Kadhal,06-05-2011,Tamil,5.6,0.3794
Nadunisi Naaygal,18-02-2011,Tamil,5.4,0.2209
Mouna Guru,16-12-2011,Tamil,7.5,0.2662
Mambattiyan,01-09-2011,Tamil,3,0.2794
Vedi,30-09-2011,Tamil,5.125,0.3891
Vandhaan Vendraan,16-09-2011,Tamil,4.8,0.2479
Vellore Maavattam,05-10-2011,Tamil,6.3,0.2619
Aaranya Kaandam,10-06-2011,Tamil,7.764,0.2727
Mudhal Idam,19-08-2011,Tamil,0,0.2995
Avan Ivan,17-06-2011,Tamil,5.833,0.3243
Yuvan Yuvathi,26-08-2011,Tamil,2.5,0.2524
Puli Vesham,26-08-2011,Tamil,4.5,0.198
Shanthi Appuram Nithya,10-06-2011,Tamil,1,0.3078
Venghai,08-07-2011,Tamil,5.9,0.3728
Mappillai,08-04-2011,Tamil,4.526,0.1893
Thoonga Nagaram,04-02-2011,Tamil,4.5,0.1783
Appalam,15-11-2011,Tamil,0,0.2324
Muthukku Muthaaga,18-03-2011,Tamil,6.667,0.2159
Kullanari Koottam,25-03-2011,Tamil,5.333,0.2224
Bhavani IPS,11-03-2011,Tamil,4,0.2406
Vaanam,29-04-2011,Tamil,5.9,0.181
Singam Puli,04-03-2011,Tamil,5.278,0.2141
Thambi Vettothi Sundaram,11-11-2011,Tamil,0,0.2282
Sadhurangam,08-10-2011,Tamil,4.875,0.2265
Pillayar Theru Kadaisi Veedu,24-06-2011,Tamil,3,0.3558
Uyarthiru 420,11-08-2011,Tamil,4.5,0.1464
Sankarankovil,12-08-2011,Tamil,8,0.2045
Seedan,25-02-2011,Tamil,4.5,0.2347
Potta Potti,05-08-2011,Tamil,0,0.1285
Uchithanai Muharnthaal,16-12-2011,Tamil,0,0.1574
Raa Raa,07-10-2011,Tamil,0,0.1147
Mahaan Kanakku,29-12-2011,Tamil,0,0.1928
Poraali,01-12-2011,Tamil,6.3,0.1856
Udhayan,24-06-2011,Tamil,0,0.1934
Sattapadi Kutram,25-03-2011,Tamil,0,0.1733
Karungali,29-07-2011,Tamil,7,0.1261
Muran,15-09-2011,Tamil,6.3,0.1438
Zha,29-12-2011,Tamil,0,0.1546
Paalai,25-11-2011,Tamil,0,0.1494
Vidiyal,15-11-2011,Tamil,0,0.1264
Udhaya Neram,24-06-2011,Tamil,0,0.1151
Varnam,07-10-2011,Tamil,0,0.1347
Maharaja,30-12-2011,Tamil,0,0.0949
Kandaen,20-05-2011,Tamil,5,0.128
Aadu Puli,18-02-2011,Tamil,7,0.1249
Sagakkal,18-08-2011,Tamil,0,0.1092
Eththan,27-05-2011,Tamil,6.5,0.133
Narthagi,14-05-2011,Tamil,5,0.1832
Sengadal,29-11-2011,Tamil,0,0.076
Facebook,14-02-2011,Tamil,0,0.0922
Pathinaaru,28-01-2011,Tamil,4.5,0.1106
Sabash Sariyana Potti,27-05-2011,Tamil,0,0.107
Thappu,01-03-2011,Tamil,0,0.1482
Kalla Malla Sulla,16-09-2011,Tamil,0,0.1873
Nandhi,11-02-2011,Tamil,0,0.0853
Aanmai Thavarael,03-06-2011,Tamil,1,0.0848
Thigattadha Kadhal,23-09-2011,Tamil,0,0.12
Vithagan,18-11-2011,Tamil,6,0.0595
Vilaiyaattu Pasange,13-10-2011,Tamil,9,0.0662
Marudhavelu,18-11-2011,Tamil,0,0.047
Doo,05-08-2011,Tamil,0,0.0588
Vengayam,19-08-2011,Tamil,0,0.1148
Karuvarai Pookkal,04-02-2011,Tamil,1,0.0286
8aam Number Veedu,22-12-2011,Tamil,0,0.0535
En Kaathalukku Naane Villan,02-02-2011,Tamil,0,0
Maattrraan,12-10-2012,Tamil,5.679,0.6809
3,30-03-2012,Tamil,6.6,0.8426
Manam Kothi Paravai,01-06-2012,Tamil,5.1,0.4588
Thuppakki,13-11-2012,Tamil,7.2,0.7821
Nanban,13-01-2012,Tamil,7.043,0.7851
Naduvula Konjam Pakkatha Kaanom,30-11-2012,Tamil,7.4,0.4458
Aravaan,02-03-2012,Tamil,4.8,0.3307
Dhoni,10-02-2012,Tamil,5.5,0.3504
Sundarapandian,14-09-2012,Tamil,6.321,0.4353
Thadaiyara Thaakka,01-06-2012,Tamil,6.8,0.3713
Naanga,09-03-2012,Tamil,0,0.2632
Mugamoodi,31-08-2012,Tamil,4.5,0.367
Vettai,13-01-2012,Tamil,6.4,0.3101
Neerparavai,30-11-2012,Tamil,6.25,0.3597
Billa II,13-07-2012,Tamil,6.013,0.5533
Kadhalil Sodhappuvadhu Yeppadi,17-02-2012,Tamil,5.7,0.2486
Saguni,22-06-2012,Tamil,4.825,0.4161
Thaandavam,28-09-2012,Tamil,5.7,0.3365
Pizza,19-10-2012,Tamil,6.86,0.3592
Murattu Kaalai,15-06-2012,Tamil,4.8,0.17
Vazhakku Enn 18/9,04-05-2012,Tamil,7.333,0.2419
Attakathi,15-08-2012,Tamil,7,0.3289
Kalakalappu,11-05-2012,Tamil,6.2,0.268
Kumki,14-12-2012,Tamil,6.706,0.1634
Muppozhudhum Un Karpanaigal,17-02-2012,Tamil,4.2,0.2669
Kazhugu,16-03-2012,Tamil,6.2,0.1679
Maalai Pozhudhin Mayakathilaey,27-07-2012,Tamil,7,0.2069
Ambuli,17-02-2012,Tamil,5.3,0.3165
Kondaan Koduthaan,01-03-2012,Tamil,0,0.2282
Thiruthani,19-10-2012,Tamil,3.3,0.2596
Oru Kal Oru Kannadi,12-04-2012,Tamil,5.5,0.6431
Maasi,16-03-2012,Tamil,4.5,0.2121
Neethaane En Ponvasantham,14-12-2012,Tamil,6,0.222
18 Vayasu,24-08-2012,Tamil,2,0.2062
Marina,03-02-2012,Tamil,5.4,0.1939
Yaarukku Theriyum,01-11-2012,Tamil,0,0.152
Kollaikaran,13-01-2012,Tamil,0,0.1322
Leelai,27-04-2012,Tamil,6.3,0.26
Suzhal,27-07-2012,Tamil,0,0.1942
Sevarkkodi,09-09-2012,Tamil,0,0.2022
Ammavin Kaipesi,13-11-2012,Tamil,3.5,0.1587
Eppadi Manasukkul Vanthai,10-08-2012,Tamil,7,0.1771
Oru Nadigaiyin Vakkumoolam,10-02-2012,Tamil,2,0.1104
Podaa Podi,13-11-2012,Tamil,4.9,0.1137
My Mirror is the Door,04-10-2012,Tamil,0,0.1818
Paagan,07-09-2012,Tamil,0,0.1246
Ishtam,25-05-2012,Tamil,3,0.1562
Sattam Oru Iruttarai,20-12-2012,Tamil,3,0.1015
Mirattal,02-08-2012,Tamil,5,0.1234
Mayilu,26-10-2012,Tamil,0,0.1153
Aarohanam,26-10-2012,Tamil,8.5,0.2078
Mannaru,15-07-2012,Tamil,0,0.1004
Panithuli,10-08-2012,Tamil,0,0.1163
Naan,15-08-2012,Tamil,6.778,0.1358
Kaattu Puli,16-02-2012,Tamil,3.5,0.1195
Saattai,21-09-2012,Tamil,6.417,0.2065
Raattinam,01-05-2012,Tamil,0,0.0839
Etho Seithai Ennai,17-08-2012,Tamil,2,0.0787
Ullam,16-03-2012,Tamil,0,0.1186
Adisaya Ulagam,17-06-2012,Tamil,0,0.0931
Mayanginen Thayanginen,01-06-2012,Tamil,0,0.0749
Krishnaveni Panjaalai,08-06-2012,Tamil,1,0.0646
Aduthathu,19-04-2012,Tamil,0,0.0901
Mazhaikaalam,06-04-2012,Tamil,0,0.0554
Mattu Thaavani,20-04-2012,Tamil,0,0.0505
Dharmam,28-06-2012,Tamil,7,0.1095
Paandi Oliperukki Nilayam,02-09-2012,Tamil,5.5,0.0512
Kai,23-11-2012,Tamil,0,0.0286
Madhubana Kadai,02-08-2012,Tamil,0,0.0311
I Too Have a Name,10-02-2012,Tamil,0,0.0214
Vilayada Vaa,10-02-2012,Tamil,0,0.0143
Adigaram 79,10-02-2012,Tamil,0,0.0071
Alex Pandian,12-01-2013,Tamil,3.625,0.756
Singam 2,05-07-2013,Tamil,5.7,0.6649
Thalaivaa,20-08-2013,Tamil,5.4,0.5721
Vishwaroopam,25-01-2013,Tamil,6.302,1.1036
Raja Rani,27-09-2013,Tamil,7.4,0.5792
Biriyani,18-12-2013,Tamil,4.907,0.5426
David,01-02-2013,Tamil,5.8,0.5497
Pattathu Yaanai,26-07-2013,Tamil,4.2,0.4429
Udhayam NH4,18-04-2013,Tamil,5.417,0.4844
Endrendrum Punnagai,20-12-2013,Tamil,6.5,0.3666
Varuthapadatha Valibar Sangam,06-09-2013,Tamil,6.295,0.4298
Samar,13-01-2013,Tamil,5,0.3412
6 candles,20-09-2013,Tamil,7.7,0.3453
Paradesi,15-03-2013,Tamil,7.7,0.3911
Ethir Neechal,01-05-2013,Tamil,6.4,0.4206
Vidiyum Munn,29-11-2013,Tamil,5.9,0.2942
Pandiya Naadu,01-11-2013,Tamil,6.2,0.3685
"Nagaraja Cholan MA, MLA",10-05-2013,Tamil,3.5,0.2612
Maryan,19-07-2013,Tamil,6.2,0.3458
Theeya Velai Seiyyanum Kumaru,14-06-2013,Tamil,5.429,0.4343
Soodhu Kavvum,01-05-2013,Tamil,7.1,0.4012
All in All Azhagu Raja,02-11-2013,Tamil,3.625,0.3997
Settai,05-04-2013,Tamil,4.5,0.2978
Onaayum Aattukkuttiyum,27-09-2013,Tamil,7.3,0.3195
Naveena Saraswathi Sabatham,29-11-2013,Tamil,4.143,0.324
Kedi Billa Killadi Ranga,29-03-2013,Tamil,5.6,0.3047
Thagaraaru,06-12-2013,Tamil,5.2,0.292
Kanna Laddu Thinna Aasaiya,13-01-2013,Tamil,4.4,0.4367
Chennaiyil Oru Naal,28-03-2013,Tamil,5.688,0.3741
Irandam Ulagam,22-11-2013,Tamil,4.9,0.3101
Madha Yaanai Koottam,25-12-2013,Tamil,7.8,0.4147
Ya Yaa,20-09-2013,Tamil,6,0.2974
Naiyaandi,11-10-2013,Tamil,3.2,0.2545
Sillunu Oru Sandhippu,14-02-2013,Tamil,3.5,0.3193
Thalaimuraigal,20-12-2013,Tamil,0,0.1827
Kalyana Samayal Saadham,07-12-2013,Tamil,6.8,0.1966
Kutti Puli,30-05-2013,Tamil,4.75,0.3787
Pizza 2: Villa,14-11-2013,Tamil,5.8,0.2608
Arrambam,31-10-2013,Tamil,6.227,0.3583
Kadal,01-02-2013,Tamil,5.6,0.3004
Ainthu Ainthu Ainthu,10-08-2013,Tamil,6.3,0.2382
Ameerin Aadhi Bhagavan,22-02-2013,Tamil,6.2,0.2479
Sonna Puriyathu,26-07-2013,Tamil,3.6,0.1909
Annakodi,28-06-2013,Tamil,4,0.2631
Moondru Per Moondru Kaadhal,01-05-2013,Tamil,5.2,0.1959
Thillu Mullu,14-06-2013,Tamil,4.3,0.274
Ivan Veramathiri,13-12-2013,Tamil,5.833,0.2268
Puthagam,13-01-2013,Tamil,0,0.2524
Vana Yuddham,13-02-2013,Tamil,5.5,0.399
David,01-02-2013,Tamil,6.7,0.1702
Idharkuthane Aasaipattai Balakumara,02-10-2013,Tamil,7.053,0.2127
Thanga Meenkal,30-08-2013,Tamil,7.45,0.19
Ponmaalai Pozhudhu,30-08-2013,Tamil,4.5,0.1564
Keeripulla,29-03-2013,Tamil,4.5,0.1349
Sundaattam,07-03-2013,Tamil,0,0.1301
Moodar Koodam,13-09-2013,Tamil,6.9,0.192
Ragalapuram,18-10-2013,Tamil,0,0.2257
Jannal Oram,29-11-2013,Tamil,6,0.2193
Sutta Kadhai,25-10-2013,Tamil,0,0.2093
Haridas,21-02-2013,Tamil,7.2,0.1658
Vanakkam Chennai,11-10-2013,Tamil,5.909,0.1674
Desingu Raja,23-08-2013,Tamil,4.929,0.1514
Karuppampatti,22-03-2013,Tamil,0,0.1246
Onbadhule Guru,08-03-2013,Tamil,3.2,0.1415
Aadhalal Kadhal Seiveer,15-08-2013,Tamil,5.8,0.153
Vatthikuchi,15-03-2013,Tamil,6.5,0.1135
Isakki,31-05-2013,Tamil,0,0.1334
Apple Penne,13-11-2013,Tamil,0,0.1654
Arya Surya,07-09-2013,Tamil,5.5,0.1647
Masani,24-05-2013,Tamil,0,0.1636
Enemy,30-08-2013,Tamil,8,0.0663
Muthu Nagaram,25-10-2013,Tamil,0,0.1051
Mathapoo,13-09-2013,Tamil,0,0.08
Chithirayil Nilachoru,18-10-2013,Tamil,0,0.114
Vizha,27-12-2013,Tamil,4.8,0.1311
Oruvar Meethu Iruvar Sainthu,26-04-2013,Tamil,0,0.0734
Mathil Mel Poonai,08-03-2013,Tamil,0,0.1006
Kan Pesum Vaarthaigal,22-03-2013,Tamil,0,0.0693
Chandamama,01-03-2013,Tamil,0,0.0853
Meiyazhagi,22-11-2013,Tamil,0,0.0609
Maayai,22-11-2013,Tamil,0,0.0775
Nirnayam,18-10-2013,Tamil,4,0.0673
Thulli Vilayadu,28-06-2013,Tamil,0,0.0574
Yamuna,07-06-2013,Tamil,0,0.0805
Kalla Thuppakki,04-01-2013,Tamil,0,0.052
Ego,07-12-2013,Tamil,0,0.0596
Azhagan Azhagi,29-03-2013,Tamil,0,0.0465
Ilakana Pizhai - II,25-10-2013,Tamil,0,0.0218
Adutha Kattam,20-09-2013,Tamil,0,0.0662
Azhagar Malai,01-01-2013,Tamil,0,0.0289
Karumpuli,15-03-2013,Tamil,0,0.0286
Suvadugal,30-08-2013,Tamil,0,0.0143
Olli,24-05-2013,Tamil,0,0.0214
Kanavu Kadhalan,04-01-2013,Tamil,0,0.0143
Thee Kulikkum Pachai Maram,21-06-2013,Tamil,0,0.0071
