Title,Release Date,Language,Vote Average,Popularity
Break Ke Baad,25-11-2010,Hindi,5.6,0.2889
Prince,09-04-2010,Hindi,5.2,0.3843
Rakht Charitra 2,03-12-2010,Hindi,6.2,0.3858
Phas Gaye Re Obama,01-11-2010,Hindi,7.2,0.2664
Toonpur Ka Superrhero,24-12-2010,Hindi,4.8,0.2358
The Waiting Room,14-01-2010,Hindi,0,0.3784
Teen Patti,26-02-2010,Hindi,4.1,0.3687
Antardwand,27-08-2010,Hindi,6.8,0.2526
Chance Pe Dance,15-01-2010,Hindi,5.3,0.2833
Chhota Bheem: Bheem vs Aliens,12-12-2010,Hindi,5.5,0.3285
Crook,08-10-2010,Hindi,4.8,0.3897
"Road, Movie",05-03-2010,Hindi,5.6,0.2437
Do Dooni Chaar,08-10-2010,Hindi,6.7,0.4916
Khelein Hum Jee Jaan Sey,03-12-2010,Hindi,5.9,0.3124
Hum Tum Aur Ghost,26-03-2010,Hindi,4.9,0.3197
Payback,26-11-2010,Hindi,3,0.2051
Kushti,14-05-2010,Hindi,3.5,0.2533
Dunno Y Na Jaane Kyun...,12-11-2010,Hindi,4.3,0.3021
Khuda Kasam,26-10-2010,Hindi,0,0.2641
Well Done Abba,16-09-2010,Hindi,6,0.2327
Khichdi: The Movie,01-10-2010,Hindi,6.9,0.2931
Prem Kaa Game,26-03-2010,Hindi,0,0.2449
Idiot Box,19-03-2010,Hindi,0,0.1961
Phoonk 2,16-04-2010,Hindi,4.9,0.1569
Lamhaa,16-07-2010,Hindi,6.6,0.3011
Ishqiya,29-01-2010,Hindi,6.4,0.2817
Right Yaaa Wrong,12-03-2010,Hindi,4.5,0.2394
Krishna Balram: Kalvakra,17-04-2010,Hindi,0,0.2307
Berozgaar,10-09-2010,Hindi,6.5,0.2303
Isi Life Mein,24-12-2010,Hindi,5.5,0.2931
I Am Kalam,15-10-2010,Hindi,7.2,0.2131
Ek Second... Jo Zindagi Badal De...,11-06-2010,Hindi,0,0.2367
Jaane Kahan Se Aayi Hai,09-04-2010,Hindi,4.6,0.1797
Bhoot and Friends,31-12-2010,Hindi,5.2,0.3166
Sadiyaan: Boundaries Divide... Love Unites,02-03-2010,Hindi,8.5,0.2198
City of Gold,23-04-2010,Hindi,5.3,0.2247
The Film Emotional Atyachar,03-09-2010,Hindi,7,0.2053
Ada... A Way of Life,24-12-2010,Hindi,0,0.1844
Shaapit,19-03-2010,Hindi,5.2,0.4109
Mallika,03-09-2010,Hindi,6,0.1495
Bumm Bumm Bole,14-05-2010,Hindi,7.2,0.1805
Ideachi Kalpana,31-12-2010,Hindi,4.5,0.1214
A Flat,12-11-2010,Hindi,2.8,0.2056
Bhavnao Ko Samjho,15-01-2010,Hindi,4,0.1478
Vakratunda Swaha,01-01-2010,Hindi,9,0.1555
The Camp,10-06-2010,Hindi,0,0.1625
Hide & Seek,15-01-2010,Hindi,5.7,0.1863
Ashok Chakra,28-03-2010,Hindi,10,0.1229
Pankh,02-04-2010,Hindi,4.2,0.1328
My Friend Ganesha 3,26-03-2010,Hindi,5.5,0.2039
Allah Ke Banday,26-11-2010,Hindi,7,0.1503
Mirch,26-09-2010,Hindi,3.1,0.1805
Jhootha Hi Sahi,22-10-2010,Hindi,4.8,0.2136
Fired,29-01-2010,Hindi,4.556,0.1415
Pappu Can't Dance Saala,16-12-2010,Hindi,7,0.1953
Mittal v/s Mittal,26-03-2010,Hindi,0,0.148
Muskurake Dekh Zara,26-03-2010,Hindi,0,0.1254
Chase,30-04-2010,Hindi,0,0.1746
Tera Kya Hoga Johnny,31-12-2010,Hindi,1,0.1405
Life Express,17-09-2010,Hindi,5.5,0.1715
Kajraare,15-10-2010,Hindi,2.6,0.1139
Ramaa: The Saviour,12-11-2010,Hindi,4.5,0.3388
Toh Baat Pakki!,18-02-2010,Hindi,5.8,0.1446
Do Dilon Ke Khel Mein,12-03-2010,Hindi,0,0.0819
Hello Hum Lallan Bol Rahe Hain,15-01-2010,Hindi,7,0.1196
Rokkk,05-03-2010,Hindi,4,0.1002
Click,19-02-2010,Hindi,4.5,0.1025
Aakhari Decision,19-02-2010,Hindi,2,0.0886
"Shahrukh Bola ""Khoobsurat Hai Tu""",19-11-2010,Hindi,0,0.0858
The Hangman,05-02-2010,Hindi,0,0.0787
I M 24,30-10-2010,Hindi,3.5,0.1044
Apartment,23-04-2010,Hindi,4.2,0.0684
Raakh,26-11-2010,Hindi,0,0.0722
Gullu Dada Returns,30-04-2010,Hindi,8,0.0699
Mr. Singh Mrs. Mehta,24-06-2010,Hindi,3.5,0.0639
Kuchh Kariye,23-03-2010,Hindi,0,0.0464
Na Ghar Ke Na Ghaat Ke,12-03-2010,Hindi,6.2,0.0389
Devra Bada Satawela,25-06-2010,Hindi,7,0.0468
Mighty Raju: The Movie,10-02-2010,Hindi,0,0.047
Madholal Keep Walking,27-08-2010,Hindi,0,0.0338
Vaishnav Jan Toh,01-01-2010,Hindi,0,0.0297
Open Doors,01-01-2010,Hindi,5.5,0.0286
Soch Lo,27-09-2010,Hindi,5.5,0.0214
Lakshmi Mahima,13-08-2010,Hindi,0,0.0261
Tum Jo Mile,01-01-2010,Hindi,0,0.0214
Bachao - Inside Bhoot Hai,08-10-2010,Hindi,0,0.0362
Jawani Zindabaad,11-02-2010,Hindi,0,0.0143
Out of Thin Air,20-09-2010,Hindi,0,0.0143
Krantiveer - The Revolution,25-06-2010,Hindi,0,0.0071
The Pink Pyjama Girl,01-07-2010,Hindi,0,0
Corrode,08-10-2011,Hindi,0,0.9485
Ra.One,24-10-2011,Hindi,5.69,1.6929
Singham,22-07-2011,Hindi,6.5,1.5569
Zindagi Na Milegi Dobara,15-07-2011,Hindi,7.56,1.5377
Rockstar,11-11-2011,Hindi,7.3,1.1299
Bodyguard,31-08-2011,Hindi,5.194,1.1594
Don 2,23-12-2011,Hindi,6.979,1.0004
Aarakshan,12-08-2011,Hindi,6.1,0.5573
Pyaar Ka Punchnama,20-05-2011,Hindi,6.8,1.484
Game,01-04-2011,Hindi,5.7,0.5139
Desi Boyz,25-11-2011,Hindi,6.2,0.662
Ready,03-06-2011,Hindi,5,0.6409
Chala Mussaddi - Office Office,05-08-2011,Hindi,5.6,0.7343
The Dirty Picture,02-12-2011,Hindi,6.3,0.4771
Double Dhamaal,24-06-2011,Hindi,4.6,0.4842
Chillar Party,08-07-2011,Hindi,6.8,0.6102
Chalo Dilli,29-04-2011,Hindi,6.3,0.4736
Mere Brother Ki Dulhan,09-09-2011,Hindi,6,0.4793
Delhi Belly,01-07-2011,Hindi,7.1,0.7068
Hostel,21-01-2011,Hindi,5.3,0.5114
Ladies vs Ricky Bahl,08-12-2011,Hindi,5.9,0.4521
7 Khoon Maaf,18-02-2011,Hindi,6.3,0.4509
Chhota Bheem: Journey to Petra,01-05-2011,Hindi,0,0.4004
Mausam,23-09-2011,Hindi,5.7,0.6233
That Girl in Yellow Boots,02-09-2011,Hindi,5.7,0.4812
Haunted-3D,05-05-2011,Hindi,6,0.4367
Murder 2,07-07-2011,Hindi,5.7,0.4038
Stanley Ka Dabba,13-05-2011,Hindi,6.9,0.5262
Shaitan,01-06-2011,Hindi,6.2,0.4428
Force,30-09-2011,Hindi,6.5,0.5134
Dum Maaro Dum,22-04-2011,Hindi,5.7,0.4249
Tanu Weds Manu,25-02-2011,Hindi,6.8,0.601
Shor in the City,28-04-2011,Hindi,6.3,0.402
Chhota Bheem: Master of Shaolin,21-07-2011,Hindi,8,0.4184
Patiala House,28-01-2011,Hindi,6,0.3696
It's The Same Story,08-09-2011,Hindi,0,0.4677
Yamla Pagla Deewana,14-01-2011,Hindi,5.4,0.2945
Rascals,06-10-2011,Hindi,3.8,0.3669
Mujhse Fraaandship Karoge,14-10-2011,Hindi,6.8,0.4837
Bubble Gum,28-07-2011,Hindi,4.2,0.2718
No One Killed Jessica,07-01-2011,Hindi,6.8,0.4025
The Desire: A Journey of a Woman,22-08-2011,Hindi,4,0.3984
Love Breakups Zindagi,07-10-2011,Hindi,6.4,0.3102
Thank You,08-04-2011,Hindi,5,0.4712
Zokkomon,02-04-2011,Hindi,5,0.3643
Dil Toh Baccha Hai Ji,28-01-2011,Hindi,6,0.3826
Tell Me O Kkhuda,27-10-2011,Hindi,2.8,0.2771
Ragini MMS,13-05-2011,Hindi,3.7,0.4245
Luv Ka The End,06-05-2011,Hindi,4.9,0.2968
Soundtrack,07-10-2011,Hindi,6.6,0.2539
Bbuddah Hoga Terra Baap,01-07-2011,Hindi,5,0.4043
Miley Naa Miley Hum,04-11-2011,Hindi,4,0.3035
Kucch Luv Jaisaa,27-05-2011,Hindi,4.9,0.2079
Trapped in Tradition: Rivaaz,16-09-2011,Hindi,5.2,0.1977
Saheb Biwi Aur Gangster,23-09-2011,Hindi,7.2,0.195
Khushiyaan,14-10-2011,Hindi,7.5,0.2889
Krishna Balram : Kalvakra Returns,17-12-2011,Hindi,6.8,0.2588
I Am Singh,01-01-2011,Hindi,2,0.2439
Be-Careful,21-10-2011,Hindi,6.5,0.1992
F.A.L.T.U.,01-04-2011,Hindi,5.5,0.2749
Bheja Fry 2,17-06-2011,Hindi,4.4,0.1788
Jaana Pehchana,16-09-2011,Hindi,0,0.2461
Naughty @ 40,14-04-2011,Hindi,3,0.3556
Tere Mere Phere,30-09-2011,Hindi,9,0.1996
Teen Thay Bhai,15-04-2011,Hindi,3.7,0.2786
M.L.A. Natha Singh,11-01-2011,Hindi,0,0.1848
Shabri,08-11-2011,Hindi,3.2,0.2775
Utt Pataang,04-02-2011,Hindi,5,0.3055
Always Kabhi Kabhi,17-06-2011,Hindi,3.8,0.3075
I Am,29-04-2011,Hindi,6.5,0.2239
Jo Hum Chahein,16-12-2011,Hindi,2,0.2429
Yeh Saali Zindagi,04-02-2011,Hindi,5.6,0.2514
Cycle Kick,17-06-2011,Hindi,7,0.2032
Monica,25-03-2011,Hindi,5,0.1681
Gandhi to Hitler,29-07-2011,Hindi,2,0.2208
Love U... Mr. Kalakaar!,13-05-2011,Hindi,5.8,0.2246
Hum Tum Shabana,23-09-2011,Hindi,4,0.1342
Gattu,14-11-2011,Hindi,6.5,0.1496
Chargesheet,30-09-2011,Hindi,0,0.3742
My Friend Pinto,14-10-2011,Hindi,5.7,0.2124
Chhota Bheem and Krishna: Mayanagari,02-09-2011,Hindi,6.1,0.2347
Shakal Pe Mat Ja,18-11-2011,Hindi,0,0.1289
Sahi Dhandhe Galat Bande,19-08-2011,Hindi,4,0.3165
Handover,09-12-2011,Hindi,0,0.1623
Pride of India: Shama Zaidi,01-01-2011,Hindi,0,0.1869
Soul of Sand,15-01-2011,Hindi,3,0.1414
Bhindi Baazaar Inc,03-06-2011,Hindi,6.8,0.156
Yeh Dooriyan,26-08-2011,Hindi,5.7,0.1042
The Murderer: Hamilton Palace,31-08-2011,Hindi,0,0.1447
Bhopali,23-01-2011,Hindi,8.8,0.1175
Michael,15-09-2011,Hindi,5.5,0.2583
Kuttipattalam,01-08-2011,Hindi,0,0.164
Shagird,13-05-2011,Hindi,6,0.2123
404: Error Not Found,20-05-2011,Hindi,6,0.232
Angel,04-02-2011,Hindi,4.5,0.162
Mummy Punjabi,31-08-2011,Hindi,6,0.1961
Chaloo Movie,23-12-2011,Hindi,6.5,0.0986
Impatient Vivek,07-01-2011,Hindi,2,0.0875
Not a Love Story,19-08-2011,Hindi,5.7,0.1097
Loot,04-11-2011,Hindi,4.8,0.1797
Love Express,10-06-2011,Hindi,0,0.0857
God Is Dead,01-01-2011,Hindi,0,0.0923
A Strange Love Story,20-05-2011,Hindi,8,0.0877
Kaccha Limboo,18-02-2011,Hindi,7.5,0.0795
He...,01-02-2011,Hindi,0,0.0939
Milta Hai Chance by Chance,05-08-2011,Hindi,0,0.068
Who's There?,18-11-2011,Hindi,4,0.0913
The Golden Bird,01-11-2011,Hindi,5,0.0574
College Campus,01-01-2011,Hindi,0,0.1111
I Am,20-04-2011,Hindi,1,0.0782
Zabardast,20-05-2011,Hindi,8,0.1165
Mumbai Mast Kallander,14-01-2011,Hindi,0,0.0617
Family Pack,01-01-2011,Hindi,5,0.0557
Jaanleva,20-12-2011,Hindi,0,0.0976
Haat - The Weekly Bazaar,23-02-2011,Hindi,1,0.0648
Dance of Ganesha,10-08-2011,Hindi,7,0.0648
Aashiqui.in,11-02-2011,Hindi,10,0.0616
Phhir,12-08-2011,Hindi,2,0.0645
The Legend of Devi Durga,10-02-2011,Hindi,0,0.0698
4 Times Lucky,01-01-2011,Hindi,0,0.0363
Tripura,30-01-2011,Hindi,0,0.0579
Noise,12-08-2011,Hindi,0,0.0423
Nirvana 13,20-10-2011,Hindi,0,0.0289
Ye Stupid Pyar,09-12-2011,Hindi,0,0.0327
The Man Who Loved Me,17-03-2011,Hindi,0,0.0398
Hum Do Anjaane,01-01-2011,Hindi,0,0.0327
There is Something in the Air,12-09-2011,Hindi,0,0.0322
Blood Honour Bleeds,21-08-2011,Hindi,0,0.0193
My Own City,01-01-2011,Hindi,0,0.0214
Vara Prasad And Potti Prasad,16-09-2011,Hindi,0,0.0352
Aagaah: The Warning,05-11-2011,Hindi,1,0.0214
Bureaucracy Sonata,06-01-2011,Hindi,0,0.0143
Khap,01-08-2011,Hindi,3.5,0.0143
A Reasonable Compromise,16-11-2011,Hindi,0,0.0071
"Please Don't Beat Me, Sir!",07-10-2011,Hindi,0,0.0143
Kamera,03-03-2011,Hindi,4.2,0.0143
Glory of Indian Theatre,01-01-2011,Hindi,0,0
"Adda: Calcutta, Kolkata",02-12-2011,Hindi,0,0
Shaktishadi Maa Siddheshwari,01-01-2011,Hindi,0,0
Ek Tha Tiger,15-08-2012,Hindi,6.1,1.5681
Jab Tak Hai Jaan,13-11-2012,Hindi,7.059,1.5031
Fatso!,04-05-2012,Hindi,5.2,0.7
Gangs of Wasseypur - Part 1,22-06-2012,Hindi,7.1,1.4797
Student of the Year,19-10-2012,Hindi,5.7,1.6996
Agneepath,25-01-2012,Hindi,6.4,1.1009
Gangs of Wasseypur - Part 2,08-08-2012,Hindi,7.8,1.0864
1920: Evil Returns,02-11-2012,Hindi,5.8,0.8556
Housefull 2,05-04-2012,Hindi,5.5,0.9024
Hate Story,20-04-2012,Hindi,5.3,0.8097
Talaash,30-11-2012,Hindi,6.8,1.1526
Barfi!,13-09-2012,Hindi,7.5,1.1964
Kahaani,08-03-2012,Hindi,7.2,1.0505
B.A. Pass,30-08-2012,Hindi,5.6,0.9327
Rowdy Rathore,01-06-2012,Hindi,5.9,0.7432
Chhota Bheem: The Rise of Kirmada,11-11-2012,Hindi,4.7,0.8056
Jism 2,03-08-2012,Hindi,4.3,0.6077
Dabangg 2,21-12-2012,Hindi,5,0.815
Cocktail,13-07-2012,Hindi,6.1,0.7992
English Vinglish,21-09-2012,Hindi,7.2,1.1266
Gulabi Gang,14-12-2012,Hindi,7.5,0.4179
OMG: Oh My God!,28-09-2012,Hindi,7.2,0.6974
Krishna and Kamsa,03-08-2012,Hindi,8,0.5839
Agent Vinod,23-03-2012,Hindi,5.5,0.588
Jannat 2,04-05-2012,Hindi,6.1,0.4749
Heroine,21-09-2012,Hindi,5.1,0.5082
Bol Bachchan,06-07-2012,Hindi,5.6,0.4818
Ek Main Aur Ekk Tu,10-02-2012,Hindi,5.511,0.4461
Paan Singh Tomar,02-03-2012,Hindi,7.4,0.4643
Luv Shuv Tey Chicken Khurana,02-11-2012,Hindi,6.4,0.4816
Tere Naal Love Ho Gaya,24-02-2012,Hindi,6.3,0.4196
Players,06-01-2012,Hindi,4.9,0.649
Ishaqzaade,11-05-2012,Hindi,6.2,0.4696
Khiladi 786,07-12-2012,Hindi,4.6,0.3786
Chhota Bheem and the Curse of Damyaan,18-05-2012,Hindi,5.7,0.425
Joker,31-08-2012,Hindi,4.2,0.3688
Shanghai,08-06-2012,Hindi,6.7,0.3463
Tezz,27-04-2012,Hindi,4.1,0.3539
Vicky Donor,20-04-2012,Hindi,6.8,0.4372
Son of Sardaar,13-11-2012,Hindi,4.6,0.3348
Will You Marry Me?,03-03-2012,Hindi,7,0.3065
Aiyyaa,12-10-2012,Hindi,4.7,0.347
Delhi in a Day,24-08-2012,Hindi,6.4,0.2635
Teri Meri Kahaani,22-06-2012,Hindi,5.955,0.6254
Hansa,28-12-2012,Hindi,0,0.2126
Ajj De Ranjhe,14-09-2012,Hindi,6,0.2083
Aalaap,27-07-2012,Hindi,0,0.262
Chittagong,12-10-2012,Hindi,6.6,0.3263
Ekk Deewana Tha,17-02-2012,Hindi,4.8,0.458
Staying Alive,03-02-2012,Hindi,0,0.332
Shirin Farhad Ki Toh Nikal Padi,24-08-2012,Hindi,3.3,0.3036
Arjun: The Warrior Prince,24-05-2012,Hindi,6.4,0.3436
Department,18-05-2012,Hindi,6.3,0.2336
Kamaal Dhamaal Malamaal,28-09-2012,Hindi,4.4,0.284
Blood Money,31-03-2012,Hindi,6.2,0.5003
Kyaa Super Kool Hain Hum,05-06-2012,Hindi,4.9,0.3009
Chakravyuh,24-10-2012,Hindi,6.2,0.2761
Ship of Theseus,06-09-2012,Hindi,7,0.4087
Kismat Love Paisa Dilli,05-10-2012,Hindi,6.2,0.2286
Rush,26-10-2012,Hindi,4.8,0.2514
Chaar Din Ki Chandni,09-03-2012,Hindi,5.7,0.2576
3 Bachelors,29-06-2012,Hindi,9,0.2776
Tukaram,23-02-2012,Hindi,7.3,0.2168
Gali Gali Chor Hai,03-02-2012,Hindi,4,0.2479
Jodi Breakers,02-03-2012,Hindi,5.5,0.17
The Forest,11-05-2012,Hindi,3,0.1627
Jeena Hai Toh Thok Daal,14-09-2012,Hindi,0,0.2045
Bhoot Returns,11-10-2012,Hindi,3.3,0.1966
Ferrari Ki Sawaari,15-06-2012,Hindi,5.9,0.3175
Jalpari,31-08-2012,Hindi,6.5,0.1803
Mr Bhatti on Chutti,18-05-2012,Hindi,0,0.2784
3 On a Bed,12-11-2012,Hindi,0,0.2554
Yeh Jo Mohabbat Hai,03-08-2012,Hindi,0,0.1519
I.D.,30-11-2012,Hindi,6.2,0.2099
Mere Dost Picture Abhi Baki Hai,20-07-2012,Hindi,3.5,0.1488
Shudra: The Rising,19-10-2012,Hindi,4.8,0.1987
Raaz 3,07-09-2012,Hindi,5.2,0.3244
Rakhtbeej,25-05-2012,Hindi,5,0.1715
"London, Paris, New York",02-03-2012,Hindi,5.2,0.2045
Ajab Gazabb Love,24-10-2012,Hindi,5.5,0.2364
Jai Bhim Comrade,09-01-2012,Hindi,7.4,0.1284
Janleva 555,18-10-2012,Hindi,4,0.1996
Daal Mein Kuch Kaala Hai,28-06-2012,Hindi,2,0.163
Keymon and Nani in Space Adventure,09-11-2012,Hindi,0,0.2096
Zindagi Tere Naam,16-03-2012,Hindi,0,0.2287
Say Yes to Love,16-03-2012,Hindi,0,0.2175
Patang,15-06-2012,Hindi,5.2,0.1277
Chaalis Chauraasi,13-01-2012,Hindi,6,0.1576
Cigarette ki Tarah,14-12-2012,Hindi,6.5,0.2039
Chhota Bheem: Dholakpur to Kathmandu,25-03-2012,Hindi,7,0.1529
Sons of Ram,02-11-2012,Hindi,4,0.1334
?: A Question Mark,17-02-2012,Hindi,5.4,0.089
Peddlers,21-05-2012,Hindi,0,0.1544
Ghost,13-01-2012,Hindi,5.1,0.1345
Sadda Adda,13-01-2012,Hindi,7,0.0972
Chakradhaar,01-01-2012,Hindi,6,0.0688
Bumboo,30-03-2012,Hindi,2,0.0932
Future to Bright Hai Ji,02-11-2012,Hindi,6,0.075
"Inshallah, Kashmir",26-01-2012,Hindi,4,0.0855
Gullu Dada Thiree,28-12-2012,Hindi,6,0.0721
Mumbai's King,31-10-2012,Hindi,6.3,0.0938
From Sydney with Love,31-08-2012,Hindi,0,0.0717
Chal Pichchur Banate Hain,07-09-2012,Hindi,0,0.0621
As the River Flows,14-09-2012,Hindi,0,0.1064
Roll No 21 - The Quest For Swarnamani,01-03-2012,Hindi,0,0.1259
The Lost Tape,14-09-2012,Hindi,0,0.0511
Challo Driver,20-07-2012,Hindi,3.5,0.065
Luck Luck ki Baat,30-09-2012,Hindi,0,0.0389
Login,11-10-2012,Hindi,6,0.0734
Window Seat in Kashmir,09-11-2012,Hindi,0,0.0546
Jeet Lengey Jahaan,30-11-2012,Hindi,0,0.0694
5 Ghantey Mien 5 Crore,10-08-2012,Hindi,0,0.0382
Give Us This Day Our Daily Bread,26-08-2012,Hindi,0,0.0239
Prem Mayee,12-10-2012,Hindi,0,0.0214
Xmas Story,25-12-2012,Hindi,0,0.0214
Curtains,12-11-2012,Hindi,0,0.0143
Decision,01-01-2012,Hindi,0,0.0362
In-Between Days,06-11-2012,Hindi,4.6,0.0214
A Pinch of skin,31-12-2012,Hindi,0,0.0143
Sab Ki Boltee Bandh,01-01-2012,Hindi,0,0.0143
Urmi,28-07-2012,Hindi,0,0.0143
The Dual,01-01-2012,Hindi,4.8,0.0143
Naad,12-07-2012,Hindi,0,0.0071
Waiting for Nano,23-01-2012,Hindi,0,0.0071
Siyaah..,11-07-2012,Hindi,0,0.0071
Pola,01-12-2012,Hindi,0,0.0071
The Quarter,07-08-2012,Hindi,0,0
The Night Is Young,24-04-2012,Hindi,0,0
It Happens,24-03-2012,Hindi,0,0
Aashiqui 2,26-04-2013,Hindi,6.8,4.8108
Chennai Express,08-08-2013,Hindi,6.5,2.951
Dhoom 3,19-12-2013,Hindi,6.1,2.6582
Inkaar,18-01-2013,Hindi,5.4,0.9155
Jackpot,13-12-2013,Hindi,3.1,0.8358
Bombay Talkies,03-05-2013,Hindi,6.4,1.1952
Krrish 3,01-11-2013,Hindi,5.6,2.0887
Chhota Bheem Aur Hanuman,22-11-2013,Hindi,6.2,0.7388
Nasha,22-07-2013,Hindi,4.3,1.7008
Goliyon Ki Raasleela Ram-Leela,14-11-2013,Hindi,7,1.2408
Bhaag Milkha Bhaag,12-07-2013,Hindi,7.4,1.3158
The Lunchbox,20-09-2013,Hindi,7.3,1.5461
Yeh Jawaani Hai Deewani,31-05-2013,Hindi,7.2,1.2926
Commando - A One Man Army,11-04-2013,Hindi,6.5,0.8681
Maazii,27-09-2013,Hindi,0,0.8437
Raanjhanaa,21-06-2013,Hindi,6.6,1.1523
R... Rajkumar,06-12-2013,Hindi,6.2,0.9211
Race 2,25-01-2013,Hindi,5.5,0.708
Main Krishna Hoon,25-01-2013,Hindi,6.121,0.838
Ramaiya Vastavaiya,19-07-2013,Hindi,6.1,0.962
Madras Cafe,23-08-2013,Hindi,6.5,0.6476
Mahabharat,27-12-2013,Hindi,7.5,0.7052
Special 26,07-02-2013,Hindi,7.259,0.8374
Besharam,02-10-2013,Hindi,4.6,0.5834
Go Goa Gone,10-05-2013,Hindi,5.8,0.5861
Table No. 21,03-01-2013,Hindi,6.4,0.657
ABCD,07-02-2013,Hindi,5.875,0.6223
Kai Po Che!,13-02-2013,Hindi,7,0.5538
Faith Connections,21-11-2013,Hindi,4.8,0.3876
The Attacks Of 26/11,01-03-2013,Hindi,7.2,0.478
Ugly,17-05-2013,Hindi,6.9,0.5602
Ek Thi Daayan,18-04-2013,Hindi,5,0.3844
Murder 3,14-02-2013,Hindi,3.7,0.4085
Boss,16-10-2013,Hindi,5.5,0.5487
Matru Ki Bijlee Ka Mandola,10-01-2013,Hindi,5.6,0.4568
Gori Tere Pyaar Mein,22-11-2013,Hindi,6,0.3871
Shahid,18-10-2013,Hindi,7.2,0.5819
Lootera,04-04-2013,Hindi,7,0.4628
Ankur Arora Murder Case,12-06-2013,Hindi,5.2,0.513
Mickey Virus,25-10-2013,Hindi,5.5,0.3122
Bullett Raja,29-11-2013,Hindi,5.8,0.4289
Rajjo,15-11-2013,Hindi,3,0.6166
Satya 2,01-11-2013,Hindi,5.9,0.3208
Yamla Pagla Deewana 2,07-06-2013,Hindi,3.5,0.4148
Phata Poster Nikhla Hero,20-09-2013,Hindi,5.1,0.4603
Zanjeer,05-09-2013,Hindi,4.6,0.5023
Fukrey,14-06-2013,Hindi,6.4,0.3229
Chashme Baddoor,05-04-2013,Hindi,4.3,0.357
Grand Masti,13-09-2013,Hindi,4.7,0.4496
Shuddh Desi Romance,06-09-2013,Hindi,5.7,0.3024
Once Upon a Time in Mumbai Dobaara!,14-08-2013,Hindi,5.1,0.4576
Ghanchakkar,28-06-2013,Hindi,4.9,0.3893
Satyagraha,30-08-2013,Hindi,6.2,0.3242
War Chod Na Yaar,11-10-2013,Hindi,7.5,0.2218
Chor Chor Super Chor,02-08-2013,Hindi,8,0.2475
Siddharth,10-10-2013,Hindi,7,0.4511
Rajdhani Express,04-01-2013,Hindi,9,0.2925
Horror Story,13-09-2013,Hindi,4.7,0.3467
Warning,27-09-2013,Hindi,4.8,0.2776
Jolly LLB,15-03-2013,Hindi,7.1,0.4007
Zila Ghaziabad,22-02-2013,Hindi,4,0.2971
Nautanki Saala!,12-04-2013,Hindi,5.2,0.3261
Zindagi 50 50,12-08-2013,Hindi,3,0.2481
Liar's Dice,05-10-2013,Hindi,6.3,0.2804
Mere Dad Ki Maruti,15-03-2013,Hindi,6.3,0.2491
Singh Saab the Great,22-11-2013,Hindi,4.8,0.2806
Hamara Hero Shaktimaan,30-06-2013,Hindi,10,0.2243
Ishkq in Paris,24-05-2013,Hindi,5.6,0.248
Bajatey Raho,26-07-2013,Hindi,5.8,0.2277
Chhota Bheem: Neeli Pahaadi,01-01-2013,Hindi,10,0.2213
Sixteen,12-07-2013,Hindi,5.9,0.1989
"I, Me aur Main",01-03-2013,Hindi,4.529,0.1925
Akaash Vani,24-01-2013,Hindi,5.5,0.3558
Policegiri,05-07-2013,Hindi,4.7,0.2127
Mai,31-01-2013,Hindi,7,0.1617
What the Fish,13-12-2013,Hindi,5.5,0.3379
Jatt Airways,30-08-2013,Hindi,7,0.2535
D-Day,19-07-2013,Hindi,6.6,0.2698
Sniffer,17-10-2013,Hindi,7,0.2057
Saheb Biwi Aur Gangster Returns,08-03-2013,Hindi,6.8,0.3487
Baga Beach,01-12-2013,Hindi,1,0.2255
Enemmy,21-06-2013,Hindi,8,0.1877
Deewana Main Deewana,01-02-2013,Hindi,5.4,0.3757
The Coffin Maker,01-01-2013,Hindi,0,0.1696
Jayantabhai Ki Luv Story,15-02-2013,Hindi,5,0.2438
Chhota Bheem aur Krishna vs Zimbara,25-08-2013,Hindi,0,0.1524
3G,14-03-2013,Hindi,3.5,0.2201
Rise of the Zombie,05-04-2013,Hindi,3.9,0.1552
Super Model,27-09-2013,Hindi,1,0.2377
Katiyabaaz,12-02-2013,Hindi,7.111,0.1614
Bloody Isshq,01-03-2013,Hindi,5,0.1563
Saare Jahaan Se Mehnga,08-03-2013,Hindi,7.2,0.1547
Sunglass,10-11-2013,Hindi,0,0.1294
Gangs of Wasseypur - Making Uncut -  The Roots of Revenge from Wasseypur,21-01-2013,Hindi,8.8,0.1785
Issaq,27-07-2013,Hindi,4,0.2734
Bin Phere Free Me Tere,05-03-2013,Hindi,0,0.1399
Water,06-10-2013,Hindi,7.1,0.1393
That Day After Everyday,29-10-2013,Hindi,4.5,0.1554
Dilli Gang,25-10-2013,Hindi,5,0.154
Gippi,10-05-2013,Hindi,6,0.1165
Mutthi Bhar Sapne,01-01-2013,Hindi,0,0.1229
Listen... Amaya,01-02-2013,Hindi,7,0.1443
Shree,26-04-2013,Hindi,0,0.1535
Shortcut Romeo,04-04-2013,Hindi,4.2,0.1451
Bhadaas,27-12-2013,Hindi,1,0.1216
Ishk Actually,25-10-2013,Hindi,0,0.1583
Club 60,06-12-2013,Hindi,0,0.1336
Neighbours: Part 2,16-04-2013,Hindi,0,0.1113
Aatma,21-03-2013,Hindi,5.5,0.1738
Hum Hai Raahi CAR Ke,24-05-2013,Hindi,7.5,0.1303
Gangoobai,11-01-2013,Hindi,7.5,0.137
